Star_sector,Tmag,rhat,p,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,value,err1,err2,Pipeline
TIC_237104103_47,10.9585,1.04,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0652973,0.0010821,-0.0012033,TGLC
TIC_237104103_49,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0652598,0.0012026,-0.0013152,TGLC
TIC_237104103_50,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.064321,0.0013312,-0.0014007,TGLC
TIC_237104103_25,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0648766,0.0014215,-0.0015206,TGLC
TIC_237104103_21,10.9585,1.01,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0626724,0.0018518,-0.0018111,TGLC
TIC_237104103_48,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0644693,0.0014228,-0.0011237,TGLC
TIC_237104103_55,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0646562,0.0011651,-0.0012638,TGLC
TIC_237104103_18,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0637202,0.0019311,-0.0020001,TGLC
TIC_237104103_23,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0633682,0.0018171,-0.0018531,TGLC
TIC_237104103_26,10.9585,1.0,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0637863,0.0016328,-0.0017096,TGLC
TIC_237104103_24,10.9585,1.02,4.537164,0.06129502001207305,0.0020088674958952165,-0.0020088674958952165,0.0637106,0.0015476,-0.0013081,TGLC
TIC_395171208_16,9.03527,1.0,4.720219,0.07433140214827633,0.003730423289435847,-0.003730423289435847,0.068269,0.0027334,-0.0029028,TGLC
TIC_62483237_1,9.3636,1.0,11.07085,0.03217939785103965,0.0035283393492348716,-0.0035283393492348716,0.0242789,0.024027,-0.0141741,TGLC
TIC_116483514_16,9.1043,1.0,1.4520358,0.018891470723221063,0.003623897781481386,-0.003623897781481386,0.0172992,0.0025504,-0.0026173,TGLC
TIC_321857016_24,11.2287,1.0,6.9561063,0.11848539590265744,0.004177172965605142,-0.004177172965605142,0.1340211,0.0033204,-0.0028252,TGLC
TIC_321857016_17,11.2287,1.0,6.9561063,0.11848539590265744,0.004177172965605142,-0.004177172965605142,0.1216924,0.0028756,-0.0032096,TGLC
TIC_321857016_18,11.2287,1.0,6.9561063,0.11848539590265744,0.004177172965605142,-0.004177172965605142,0.1209255,0.0032407,-0.0031417,TGLC
TIC_321857016_16,11.2287,1.0,6.9561063,0.11848539590265744,0.004177172965605142,-0.004177172965605142,0.1206697,0.0032892,-0.0034977,TGLC
TIC_375506058_16,7.79824,1.0,2.650237,0.07974657578202356,0.003950099211695919,-0.003950099211695919,0.0844133,0.0022763,-0.0020338,TGLC
TIC_375506058_15,7.79824,1.0,2.650237,0.07974657578202356,0.003950099211695919,-0.003950099211695919,0.0842657,0.0024338,-0.0024607,TGLC
TIC_375506058_55,7.79824,1.01,2.650237,0.07974657578202356,0.003950099211695919,-0.003950099211695919,0.082116,0.0021325,-0.0013827,TGLC
TIC_420112589_20,12.295,1.0,11.06201,0.054745577133636834,0.0030376205206641207,-0.0030376205206641207,0.0570494,0.0069327,-0.0075642,TGLC
TIC_420112589_21,12.295,1.07,11.06201,0.054745577133636834,0.0030376205206641207,-0.0030376205206641207,0.0602166,0.0158814,-0.0153597,TGLC
TIC_420112589_15,12.295,1.0,11.06201,0.054745577133636834,0.0030376205206641207,-0.0030376205206641207,0.0304689,0.0191949,-0.0156028,TGLC
TIC_420112589_16,12.295,1.0,11.06201,0.054745577133636834,0.0030376205206641207,-0.0030376205206641207,0.0628211,0.0123714,-0.0103622,TGLC
TIC_420112589_25,12.295,1.03,11.06201,0.054745577133636834,0.0030376205206641207,-0.0030376205206641207,0.0609806,0.0127908,-0.0125694,TGLC
TIC_420112589_47,12.295,1.0,11.06201,0.054745577133636834,0.0030376205206641207,-0.0030376205206641207,0.0507713,0.0068992,-0.0074154,TGLC
TIC_420112589_14,12.295,1.0,11.06201,0.054745577133636834,0.0030376205206641207,-0.0030376205206641207,0.0554239,0.0184427,-0.0246172,TGLC
TIC_409794137_8,10.2042,1.0,10.180249,0.10374592464144704,0.004869690363864744,-0.004869690363864744,0.1050922,0.0020369,-0.002444,TGLC
TIC_409794137_7,10.2042,1.0,10.180249,0.10374592464144704,0.004869690363864744,-0.004869690363864744,0.1035513,0.0017537,-0.0021273,TGLC
TIC_409794137_34,10.2042,1.0,10.180249,0.10374592464144704,0.004869690363864744,-0.004869690363864744,0.1022383,0.0019158,-0.0021286,TGLC
TIC_271893367_33,10.9031,1.01,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0828274,0.0005932,-0.0005915,TGLC
TIC_271893367_39,10.9031,1.02,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0791023,0.0009672,-0.0009046,TGLC
TIC_271893367_34,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0877822,0.000726,-0.0007181,TGLC
TIC_271893367_10,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0840409,0.0009838,-0.0010574,TGLC
TIC_271893367_37,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0845752,0.0007795,-0.0007525,TGLC
TIC_271893367_28,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0808598,0.0007996,-0.0008127,TGLC
TIC_271893367_13,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0820498,0.0007948,-0.0009071,TGLC
TIC_271893367_30,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0818752,0.0009321,-0.0010313,TGLC
TIC_271893367_11,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.092963,0.0009564,-0.0009823,TGLC
TIC_271893367_36,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0780126,0.0011631,-0.0011717,TGLC
TIC_271893367_27,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0835457,0.0008116,-0.0007656,TGLC
TIC_271893367_31,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0826623,0.0007833,-0.0007578,TGLC
TIC_271893367_35,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0834485,0.0015284,-0.0016236,TGLC
TIC_271893367_32,10.9031,1.0,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0821768,0.0006238,-0.0006619,TGLC
TIC_271893367_12,10.9031,1.01,5.857487,0.08429093152534768,0.0014508959743643988,-0.0014508959743643988,0.0841539,0.0008847,-0.0008558,TGLC
TIC_376637093_24,10.377,1.0,2.056014,0.12259277773810374,0.0034535778574165624,-0.0034535778574165624,0.126867,0.0010246,-0.0011126,TGLC
TIC_376637093_18,10.377,1.0,2.056014,0.12259277773810374,0.0034535778574165624,-0.0034535778574165624,0.1262215,0.0012268,-0.0014587,TGLC
TIC_376637093_25,10.377,1.0,2.056014,0.12259277773810374,0.0034535778574165624,-0.0034535778574165624,0.1239242,0.0011631,-0.0013595,TGLC
TIC_376637093_17,10.377,1.0,2.056014,0.12259277773810374,0.0034535778574165624,-0.0034535778574165624,0.1252853,0.0010861,-0.0013277,TGLC
TIC_140691463_30,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.119308,0.0017387,-0.0015374,TGLC
TIC_140691463_13,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1216285,0.0031642,-0.0023387,TGLC
TIC_140691463_33,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1192853,0.0016912,-0.0011639,TGLC
TIC_140691463_37,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1188621,0.0024068,-0.0018089,TGLC
TIC_140691463_36,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1224795,0.0021939,-0.0016916,TGLC
TIC_140691463_31,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1206985,0.0021799,-0.0016751,TGLC
TIC_140691463_27,12.0166,1.0,2.0845435,0.1129534711624264,0.0023797565778414897,-0.0023797565778414897,0.1330131,0.0014628,-0.0012904,TGLC
