pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
TOI-3807 b,TOI-3807,b,,,TIC 289661991,Gaia DR2 1117620107545810944,0,1,1,0,0,Transit,2023,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.8989758,5e-06,-5e-06,0,,,,,10.0928,0.857036,-0.857036,0,0.90042086,0.07645976,-0.07645976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.9,,,0,1247.0,,,0,,,,,2459937.078969,0.00230324,-0.00230324,0,BJD,0,,,,,0.368,0.00184165,-0.00184165,0,1.307,0.371,-0.371,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5908.0,133.4,-133.4,0,1.47,0.07,-0.07,0,,,,,,,,,,,,,,4.13,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h16m27.02s,139.1125648,+69d04m26.86s,69.0741284,37.87064,144.33075,49.81568,114.73362,1.4614542,0.0365173,-0.0365173,-0.549931,0.0324485,-0.0324485,-1.35404,0.0371457,-0.0371457,421.745,4.661,-4.561,2.34236,0.0257288,-0.0257288,12.757,0.268,-0.268,11.856,0.02,-0.02,10.956,0.027,-0.027,10.634,0.03,-0.03,10.617,0.019,-0.019,,,,,,,,,,,,,,,,10.591,0.022,-0.022,10.644,0.021,-0.021,10.591,0.073,-0.073,8.566,,,12.0338,0.000172,-0.000172,,,,11.5817,0.0075,-0.0075,,,,2024-08-30,2017-07,2024-08-30,0,0,0,0,0,0,0
TOI-4443.01,TOI-4443,b,,,TIC 158241252,Gaia DR2 4529634417760144896,0,1,1,0,0,Transit,2024,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.84985667759,1.47821e-05,-1.47821e-05,0,,,,,1.71932648,0.13466027,-0.13466027,0,0.1533883,0.01201361,-0.01201361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.2104,,,0,1499.3,,,0,,,,,2459415.15198,0.0028258,-0.0028258,0,BJD,0,,,,,0.01954102,0.00151247,-0.00151247,0,2.518276,0.181074,-0.181074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5834.0,128.7,-128.7,0,1.01733,0.049045,-0.049045,0,,,,,,,,,,,,,,4.44433,0.078262,-0.078262,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h17m04.48s,274.2686643,+21d54m34.37s,21.9095459,17.06692,49.26887,45.26543,275.62691,57.0132128,0.0335093,-0.0335093,-50.6705,0.0266724,-0.0266724,26.1344,0.0516679,-0.0516679,56.0739,0.0957,-0.0954,17.8047,0.0301527,-0.0301527,9.12,0.026,-0.026,8.493,0.002,-0.002,7.312,0.02,-0.02,7.059,0.016,-0.016,7.01,0.02,-0.02,,,,,,,,,,,,,,,,6.953,0.061,-0.061,6.991,0.019,-0.019,6.989,0.017,-0.017,6.865,0.077,-0.077,8.33609,0.00018,-0.00018,,,,7.9147,0.006,-0.006,,,,2022-08-09,2017-07,2022-08-09,0,0,0,0,0,0,0
TOI-4495.01,TOI-4495,b,,,TIC 120826158,Gaia DR2 2099011888349441536,0,1,1,0,0,Transit,2024,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.1830043,3.25e-05,-3.25e-05,0,,,,,3.63045,0.2078,-0.2078,0,0.32388761,0.01853871,-0.01853871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.626,,,0,1202.0,,,0,,,,,2459765.914829,0.003206,-0.003206,0,BJD,0,,,,,0.067,6.922e-05,-6.922e-05,0,2.783,0.377,-0.377,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6156.0,132.37,-132.37,0,1.34,0.06,-0.06,0,,,,,,,,,,,,,,4.25196,0.086404,-0.086404,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m27.00s,286.3624951,+37d01m33.56s,37.0259902,13.36589,67.94152,59.00308,295.8912,28.0327201,0.0397144,-0.0397144,12.2962,0.0392953,-0.0392953,-25.192,0.0398136,-0.0398136,132.214,0.496,-0.493,7.53469,0.0280888,-0.0280888,10.104,0.044,-0.044,9.531,0.003,-0.003,8.475,0.023,-0.023,8.254,0.023,-0.023,8.217,0.018,-0.018,,,,,,,,,,,,,,,,8.179,0.022,-0.022,8.227,0.02,-0.02,8.195,0.02,-0.02,7.933,0.162,-0.162,9.3859,0.000214,-0.000214,,,,9.00568,0.0061,-0.0061,,,,2022-10-11,2017-07,2022-10-11,0,0,0,0,0,0,0
TOI-4527.01,TOI-4527,b,,HIP 6069,TIC 380887434,Gaia DR2 2564324345929277184,0,1,1,0,0,Transit,2024,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.39944449523,1.336417e-05,-1.336417e-05,0,,,,,0.90866174,0.95341295,-0.95341295,0,0.08106551,0.08505795,-0.08505795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.5072,,,0,1247.03,,,0,,,,,2459474.200243,0.00135648,-0.00135648,0,BJD,0,,,,,0.03308174,0.00264662,-0.00264662,0,0.8028796,0.1970822,-0.1970822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3702.0,157.0,-157.0,0,0.485948,0.014338,-0.014338,0,,,,,,,,,,,,,,4.75,0.01,-0.01,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m53.34s,19.4722574,+05d28m16.32s,5.4711996,-56.779,135.00951,-2.5515,20.03854,640.3799054,0.0706408,-0.0706408,87.7667,0.104677,-0.104677,-634.337,0.0698276,-0.0698276,18.1037,0.0174,-0.0174,55.2084,0.0527018,-0.0527018,12.331,0.048,-0.048,10.917,0.015,-0.015,7.839,0.021,-0.021,7.24,0.049,-0.049,7.02,0.018,-0.018,16.3274,0.0125934,-0.0125934,12.1654,0.0008848,-0.0008848,12.1065,0.0028422,-0.0028422,11.5662,0.0048251,-0.0048251,10.2953,0.0018917,-0.0018917,,,,,,,,,,,,,10.1927,0.000848,-0.000848,,,,9.16764,0.0073455,-0.0073455,,,,2024-06-10,2017-07,2024-06-10,0,1,0,0,0,0,0
TOI-4602.01,TOI-4602,b,,HIP 18841,TIC 467651916,Gaia DR2 169256041140206848,0,1,1,0,0,Transit,2024,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.98129854823,7.47096e-06,-7.47096e-06,0,,,,,2.56698937,0.9067503,-0.9067503,0,0.22901185,0.08089498,-0.08089498,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.6754,,,0,1264.21,,,0,,,,,2459476.737039,0.00066902,-0.00066902,0,BJD,0,,,,,0.04787322,0.00145317,-0.00145317,0,3.4682004,0.2882895,-0.2882895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6011.9,122.6,-122.6,0,1.15664,0.053008,-0.053008,0,,,,,,,,,,,,,,4.36,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h02m24.08s,60.6003316,+31d19m47.41s,31.3298354,-15.91074,164.03214,10.43027,64.75903,224.2944291,0.0713613,-0.0713613,-115.36,0.0927858,-0.0927858,-192.354,0.0618671,-0.0618671,63.0637,0.2,-0.1988,15.8283,0.0497659,-0.0497659,8.928001,0.336,-0.336,8.32,0.03,-0.03,7.196,0.02,-0.02,6.934,0.031,-0.031,6.883,0.027,-0.027,,,,,,,,,,,,,,,,6.868,0.07,-0.07,6.859,0.02,-0.02,6.904,0.017,-0.017,6.878,0.082,-0.082,8.17303,0.000295,-0.000295,,,,7.7746,0.006,-0.006,,,,2024-12-10,2017-07,2024-12-10,0,0,0,0,0,0,0
TOI-5082.01,TOI-5082,b,,HIP 34271,TIC 437011608,Gaia DR2 3368214650329888512,0,1,1,0,0,Transit,2024,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.2403543,7.4e-06,-7.4e-06,0,,,,,2.64301,0.127163,-0.127163,0,0.23579396,0.01134474,-0.01134474,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.637,,,0,1113.0,,,0,,,,,2460284.802643,0.0008711,-0.0008711,0,BJD,0,,,,,0.0842,0.00258007,-0.00258007,0,2.353,0.354,-0.354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5670.0,110.1,-110.1,0,0.93,0.04,-0.04,0,,,,,,,,,,,,,,4.5,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m16.70s,106.569578,+22d40m59.33s,22.6831477,13.23692,193.98992,0.1171,105.25151,121.4095669,0.0757134,-0.0757134,-92.3478,0.0799031,-0.0799031,-78.8173,0.0695519,-0.0695519,43.1406,0.0968,-0.0964,23.1513,0.0515172,-0.0515172,8.963,0.026,-0.026,8.25,0.03,-0.03,6.989,0.027,-0.027,6.708,0.02,-0.02,6.613,0.02,-0.02,,,,,,,,,,,,,,,,6.619,0.069,-0.069,6.576,0.022,-0.022,6.626,0.017,-0.017,6.609,0.085,-0.085,8.08646,0.001103,-0.001103,,,,7.6253,0.0061,-0.0061,,,,2025-01-29,2017-07,2025-01-29,0,0,0,0,0,0,0
TOI-5174 b,TOI-5174,b,,,TIC 49428710,Gaia DR2 3793743895297313408,0,1,1,0,0,Transit,2022,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,2022-11,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,12.21933924299,6.691485e-05,-6.691485e-05,0,,,,,4.80454584,0.42492387,-0.42492387,0,0.42863361,0.03790923,-0.03790923,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9112,,,0,808.37,,,0,,,,,2459527.296517,0.00232198,-0.00232198,0,BJD,0,,,,,0.16701311,0.00739485,-0.00739485,0,4.8876935,0.2760881,-0.2760881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5643.77,110.95,-110.95,0,1.09457,0.051344,-0.051344,0,,,,,,,,,,,,,,4.35958,0.073627,-0.073627,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m26.28s,174.1094967,-02d01m24.06s,-2.0233506,55.70341,268.17465,-4.19727,175.39197,71.1170216,0.0539235,-0.0539235,6.7883,0.0848728,-0.0848728,-70.7923,0.053556,-0.053556,197.243,2.205,-2.158,5.04184,0.0556385,-0.0556385,14.11,0.889,-0.889,11.583,0.239,-0.239,10.003,0.022,-0.022,9.672,0.027,-0.027,9.6,0.021,-0.021,14.6045,0.0053913,-0.0053913,11.6098,0.0004643,-0.0004643,11.1452,0.0006952,-0.0006952,13.6467,0.0079995,-0.0079995,13.236,0.0119053,-0.0119053,9.557,0.024,-0.024,9.618,0.02,-0.02,9.645001,0.043,-0.043,8.766,,,11.1031,0.000525,-0.000525,,,,10.6309,0.0068,-0.0068,,,,2024-06-10,2017-07,2024-06-10,0,0,0,0,0,0,0
TOI-5238 b,TOI-5238,b,,,TIC 219016883,Gaia DR2 1694625251248104832,0,1,1,0,0,Transit,2022,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,2022-11,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.8721904,1.11e-05,-1.11e-05,0,,,,,4.89644,0.255533,-0.255533,0,0.43683187,0.02279717,-0.02279717,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.925,,,0,1042.0,,,0,,,,,2459661.51574,0.0013815,-0.0013815,0,BJD,0,,,,,0.218,6.877e-05,-6.877e-05,0,2.584,0.15,-0.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5430.5,134.1,-134.1,0,1.02,0.05,-0.05,0,,,,,,,,,,,,,,4.42,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h53m26.13s,223.3588909,+68d51m34.10s,68.859472,44.57666,108.04149,72.59798,151.25211,19.9718288,0.0324501,-0.0324501,-7.54183,0.0366216,-0.0366216,-18.4931,0.0317031,-0.0317031,290.646,1.547,-1.532,3.41174,0.0180878,-0.0180878,12.598,0.268,-0.268,12.214,0.046,-0.046,11.009,0.019,-0.019,10.694,0.017,-0.017,10.627,0.016,-0.016,,,,,,,,,,,,,,,,10.611,0.023,-0.023,10.658,0.02,-0.02,10.566,0.056,-0.056,8.996,,,12.0984,0.00019,-0.00019,,,,11.637,0.0063,-0.0063,,,,2024-08-30,2017-07,2024-08-30,0,0,0,0,0,0,0
TOI-5388.01,TOI-5388,b,,,TIC 407591297,Gaia DR2 753585104807022080,0,1,1,0,0,Transit,2024,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.594675,9.2e-06,-9.2e-06,0,,,,,1.89426,0.558897,-0.558897,0,0.16899485,0.04986154,-0.04986154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3023,,,0,375.0,,,0,,,,,2459630.895748,0.0015028,-0.0015028,0,BJD,0,,,,,0.107,0.0260812,-0.0260812,0,0.313,0.218,-0.218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3495.0,157.0,-157.0,0,0.31,0.01,-0.01,0,,,,,,,,,,,,,,4.91164,0.004113,-0.004113,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m42.36s,152.1765169,+35d32m51.21s,35.5475571,54.51058,188.93782,22.47893,141.14123,234.0754407,0.0632573,-0.0632573,192.536,0.0654902,-0.0654902,133.121,0.0583105,-0.0583105,18.5226,0.01665,-0.01665,53.9592,0.0481785,-0.0481785,14.39,0.011,-0.011,12.728,0.064,-0.064,9.167,0.018,-0.018,8.618,0.029,-0.029,8.319,0.021,-0.021,,,,,,,,,,,,,,,,8.165,0.022,-0.022,8.031,0.02,-0.02,7.916,0.02,-0.02,7.764,0.189,-0.189,11.7284,0.000483,-0.000483,,,,10.5737,0.0073077,-0.0073077,,,,2024-03-06,2017-07,2024-03-06,0,0,0,0,0,0,0
TOI-654.01,TOI-654,b,,,TIC 35009898,Gaia DR2 3788670679927991296,0,1,1,0,0,Transit,2024,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.52756389781,3.07696e-06,-3.07696e-06,0,,,,,2.61033183,0.13460043,-0.13460043,0,0.23287861,0.01200827,-0.01200827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3669,,,0,707.96,,,0,,,,,2458543.433731,0.00051291,-0.00051291,0,BJD,0,,,,,0.28924228,0.01229982,-0.01229982,0,1.3727055,0.0813997,-0.0813997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3433.0,86.0,-86.0,0,0.427953,0.012785,-0.012785,0,,,,,,,,,,,,,,4.89676,0.432223,-0.432223,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m53.89s,164.7245509,-05d32m51.16s,-5.5475446,47.48243,258.94613,-11.12802,168.10768,283.9865808,0.0732875,-0.0732875,99.1738,0.0974808,-0.0974808,-266.107,0.069262,-0.069262,57.7553,0.183,-0.1819,17.2857,0.0542808,-0.0542808,,,,14.54,0.1,-0.1,10.744,0.024,-0.024,10.139,0.022,-0.022,9.918,0.021,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4339,0.000547,-0.000547,,,,12.2255,0.007405,-0.007405,,,,2024-09-30,2017-07,2024-09-30,0,0,0,0,0,0,0
