pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
TOI-1437 b,TOI-1437,b,,,TIC 198356533,Gaia DR2 1433416717674304640,0,1,1,0,0,Transit,2024,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,18.84101,8.65e-05,-8.65e-05,0,,,,,2.11414,0.106412,-0.106412,0,0.18861126,0.00949346,-0.00949346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.735,,,0,891.0,,,0,,,,,2459906.552227,0.0024492,-0.0024492,0,BJD,0,,,,,0.028,0.00112879,-0.00112879,0,5.82,0.815,-0.815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6093.0,124.71,-124.71,0,1.22,0.05,-0.05,0,,,,,,,,,,,,,,4.32207,0.07853,-0.07853,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h04m33.30s,256.1387513,+56d50m33.18s,56.842549,36.91355,85.26894,78.32589,229.63782,22.8622096,0.0370292,-0.0370292,10.7093,0.0320617,-0.0320617,-20.1988,0.0383098,-0.0383098,103.297,0.183,-0.183,9.65191,0.016991,-0.016991,9.749,0.042,-0.042,9.173,0.003,-0.003,8.177,0.027,-0.027,7.864,0.017,-0.017,7.817,0.021,-0.021,,,,,,,,,,,,,,,,7.786,0.025,-0.025,7.821,0.021,-0.021,7.822,0.017,-0.017,7.722,0.079,-0.079,9.07928,0.000217,-0.000217,,,,8.69378,0.0062,-0.0062,,,,2025-04-21,2017-07,2025-04-21,0,0,0,0,0,0,0
TOI-1439 b,TOI-1439,b,,,TIC 232982558,Gaia DR2 1643587094012857984,1,1,1,0,0,Transit,2024,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,27.644,0.00012,-0.00012,0,0.192,0.004,-0.004,0,4.2427861,0.23014642,-0.16769357,0,0.37851667,0.02053232,-0.01496064,0,38.5,5.7,-5.6,0,0.12113455,0.01793421,-0.01761957,0,,,,,,,,,,,,,,,,,38.5,5.7,-5.6,0,0.12113455,0.01793421,-0.01761957,0,Mass,2.76,0.64,-0.85,0,0.157,0.083,-0.083,0,,,,,748.4,10.93,-13.14,0,,,,,2458703.4747,0.0029,-0.0029,0,BJD,0,0.570412,0.215528,-0.367903,0,,,,,5.6278203,0.2064269,-0.1447135,0,,,,,0.02403402,0.00123683,-0.00085169,0,,,,,,,,,110.0,150.0,-150.0,0,7.0,1.0,-1.0,0,,,,,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5841.0,63.0,-65.0,0,1.6184,0.0278,-0.0283,0,1.2313,0.0351,-0.0773,0,0.226,0.058,-0.066,0,[Fe/H],0.44091,0.02149,-0.02344,0,4.106,0.021,-0.027,0,4.6,1.6,-0.7,0,0.4045,0.0244,-0.0279,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h07m03.34s,241.7639371,+67d52m39.51s,67.8776404,39.99489,101.1887,79.08552,160.20948,20.6262502,0.0786108,-0.0786108,-0.586855,0.061639,-0.061639,-20.6179,0.0786231,-0.0786231,230.306,2.358,-2.311,4.3137,0.0436742,-0.0436742,11.205,0.097,-0.097,10.55,0.007,-0.007,9.394,0.02,-0.02,9.126,0.019,-0.019,9.053001,0.015,-0.015,,,,,,,,,,,,,,,,9.022,0.023,-0.023,9.064,0.021,-0.021,9.006,0.025,-0.025,8.607,0.213,-0.213,10.4168,0.00042,-0.00042,,,,9.98671,0.0062,-0.0062,,,,2024-07-23,2024-06,2024-07-23,0,0,0,0,0,0,0
TOI-1439 b,TOI-1439,b,,,TIC 232982558,Gaia DR2 1643587094012857984,0,1,1,0,0,Transit,2024,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,27.64390594828,8.433336e-05,-8.433336e-05,0,,,,,3.9949468,0.69874024,-0.69874024,0,0.3564059,0.06233754,-0.06233754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2986,,,0,772.81,,,0,,,,,2458703.476885,0.00221014,-0.00221014,0,BJD,0,,,,,0.05795651,0.0023089,-0.0023089,0,5.5531519,0.2784565,-0.2784565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5873.0,123.83,-123.83,0,1.62481,0.078053,-0.078053,0,,,,,,,,,,,,,,4.043,0.07822,-0.07822,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h07m03.34s,241.7639371,+67d52m39.51s,67.8776404,39.99489,101.1887,79.08552,160.20948,20.6262502,0.0786108,-0.0786108,-0.586855,0.061639,-0.061639,-20.6179,0.0786231,-0.0786231,230.306,2.358,-2.311,4.3137,0.0436742,-0.0436742,11.205,0.097,-0.097,10.55,0.007,-0.007,9.394,0.02,-0.02,9.126,0.019,-0.019,9.053001,0.015,-0.015,,,,,,,,,,,,,,,,9.022,0.023,-0.023,9.064,0.021,-0.021,9.006,0.025,-0.025,8.607,0.213,-0.213,10.4168,0.00042,-0.00042,,,,9.98671,0.0062,-0.0062,,,,2024-09-30,2017-07,2024-09-30,0,0,0,0,0,0,0
TOI-1442 b,TOI-1442,b,,,TIC 235683377,Gaia DR2 2265154211335825152,0,1,1,0,0,Transit,2022,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,2022-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.40906805811,3.71683e-06,-3.71683e-06,0,,,,,1.18337788,0.2699512,-0.2699512,0,0.10557409,0.02408347,-0.02408347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0242,,,0,967.44,,,0,,,,,2459768.708421,0.0007204,-0.0007204,0,BJD,0,,,,,0.12812295,0.00618296,-0.00618296,0,0.6165726,0.0983036,-0.0983036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3328.0,157.0,-157.0,0,0.308799,0.00923,-0.00923,0,,,,,,,,,,,,,,4.91612,0.004654,-0.004654,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m10.10s,287.2921006,+74d10m27.39s,74.1742762,24.83091,105.49873,80.49846,60.58559,470.0322408,0.0662022,-0.0662022,82.0636,0.0649038,-0.0649038,462.813,0.0662426,-0.0662426,41.1659,0.0618,-0.0615,24.263,0.0361149,-0.0361149,,,,15.39,0.2,-0.2,10.925,0.019,-0.019,10.332,0.019,-0.019,10.089,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7652,0.000485,-0.000485,,,,12.4934,0.0074773,-0.0074773,,,,2023-02-25,2017-07,2023-02-25,0,0,0,0,0,0,0
TOI-1442 b,TOI-1442,b,,,TIC 235683377,Gaia DR2 2265154211335825152,1,1,1,0,0,Transit,2022,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,2022-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.4090677,3e-07,-3e-07,0,0.0071,0.0002,-0.0002,0,1.17,0.06,-0.06,0,0.10438059,0.00535285,-0.00535285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.0,54.0,-54.0,0,,,,,2458683.4523,0.0003,-0.0003,0,BJD,0,0.33,0.13,-0.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3330.0,160.0,-160.0,0,0.31,0.01,-0.01,0,0.29,0.02,-0.02,0,,,,,,,,,,4.92,0.04,-0.04,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m10.10s,287.2921006,+74d10m27.39s,74.1742762,24.83091,105.49873,80.49846,60.58559,470.0322408,0.0662022,-0.0662022,82.0636,0.0649038,-0.0649038,462.813,0.0662426,-0.0662426,41.1659,0.0618,-0.0615,24.263,0.0361149,-0.0361149,,,,15.39,0.2,-0.2,10.925,0.019,-0.019,10.332,0.019,-0.019,10.089,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7652,0.000485,-0.000485,,,,12.4934,0.0074773,-0.0074773,,,,2022-02-15,2022-02,2022-02-15,0,0,0,0,0,0,0
TOI-1443 b,TOI-1443,b,,,TIC 237232044,Gaia DR2 2289567866301169664,1,1,1,0,0,Transit,2024,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,23.540678,5.8e-05,-5.8e-05,0,0.147,0.003,-0.003,0,2.30381001,0.12697832,-0.10061016,0,0.20553252,0.01132827,-0.00897585,0,30.0,,,1,0.09439056,,,1,,,,,,,,,,,,,,,,,30.0,,,1,0.09439056,,,1,Mass,14.0,,,1,0.0,,,0,,,,,520.66,13.62,-11.61,0,,,,,2458693.25,0.05,-0.05,0,BJD,0,0.318654,0.248834,-0.2142,0,,,,,4.260461,0.0798012,-0.068394,0,,,,,0.02811851,0.00085011,-0.00065953,0,,,,,,,,,90.0,,,0,,,,,,,,,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5224.0,59.0,-58.0,0,0.7511,0.0346,-0.0277,0,0.7663,0.0234,-0.0272,0,-0.294,0.059,-0.059,0,[Fe/H],-0.42022,0.04553,-0.03945,0,4.564,0.039,-0.046,0,7.4,5.9,-4.8,0,2.4897,0.3322,-0.3496,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m35.68s,297.398678,+76d08m21.04s,76.1391776,22.90356,108.35147,77.25699,60.01011,90.7191383,0.0477944,-0.0477944,-88.0657,0.0472168,-0.0472168,21.7806,0.0564043,-0.0564043,85.8034,0.2059,-0.2049,11.6257,0.02769,-0.02769,11.53,0.105,-0.105,10.675,0.008,-0.008,9.178001,0.018,-0.018,8.775,0.017,-0.017,8.674,0.02,-0.02,,,,,,,,,,,,,,,,8.627,0.022,-0.022,8.66,0.019,-0.019,8.594,0.023,-0.023,8.352,0.16,-0.16,10.4596,0.000291,-0.000291,,,,9.9377,0.006,-0.006,,,,2024-07-22,2024-06,2024-07-22,0,0,0,0,0,0,0
TOI-1443 b,TOI-1443,b,,,TIC 237232044,Gaia DR2 2289567866301169664,0,1,1,0,0,Transit,2024,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,23.5406962,5.07e-05,-5.07e-05,0,,,,,2.13419,0.134748,-0.134748,0,0.19040001,0.01202143,-0.01202143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1306,,,0,558.0,,,0,,,,,2460482.338864,0.0019973,-0.0019973,0,BJD,0,,,,,0.0956,0.0034355,-0.0034355,0,4.065,0.313,-0.313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5236.0,125.33,-125.33,0,0.75,0.04,-0.04,0,,,,,,,,,,,,,,4.63898,0.085884,-0.085884,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m35.68s,297.398678,+76d08m21.04s,76.1391776,22.90356,108.35147,77.25699,60.01011,90.7191383,0.0477944,-0.0477944,-88.0657,0.0472168,-0.0472168,21.7806,0.0564043,-0.0564043,85.8034,0.2059,-0.2049,11.6257,0.02769,-0.02769,11.53,0.105,-0.105,10.675,0.008,-0.008,9.178001,0.018,-0.018,8.775,0.017,-0.017,8.674,0.02,-0.02,,,,,,,,,,,,,,,,8.627,0.022,-0.022,8.66,0.019,-0.019,8.594,0.023,-0.023,8.352,0.16,-0.16,10.4596,0.000291,-0.000291,,,,9.9377,0.006,-0.006,,,,2025-04-21,2017-07,2025-04-21,0,0,0,0,0,0,0
TOI-1448 b,TOI-1448,b,,,TIC 343628284,Gaia DR2 2189711770761074816,1,1,1,0,0,Transit,2024,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,8.112245,1.8e-05,-1.8e-05,0,0.0567,0.0015,-0.0015,0,2.749,0.067,-0.063,0,0.24524978,0.00597735,-0.00562049,0,19.5,,,1,0.06135386,,,1,,,,,,,,,,,,,,,,,19.5,,,1,0.06135386,,,1,Mass,9.51,0.55,-0.55,0,0.36,,,1,5.45,0.29,-0.27,0,426.0,6.0,-6.0,0,89.62,0.26,-0.26,0,2458713.3375,0.0015,-0.0015,0,BJD,0,0.21,0.16,-0.14,0,,,,,,,,,32.1,0.62,-0.62,0,0.0663,0.0011,-0.0011,0,,,,,,,,,,,,,12.5,,,1,,,,,,,,,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,,3412.0,28.0,-32.0,0,0.38,0.007,-0.007,0,0.372,0.009,-0.009,0,0.37,0.14,-0.14,0,[Fe/H],-1.75498,0.00735,-0.00823,0,4.849,0.019,-0.019,0,,,,,9.5,0.6,-0.5,0,,,,,42.28,0.085,-0.085,0,-23.7,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h05m17.76s,316.324003,+57d46m15.94s,57.7710946,7.12331,96.29363,67.3117,359.78689,66.6593216,0.0656215,-0.0656215,-15.7213,0.0741797,-0.0741797,-64.7789,0.0650823,-0.0650823,73.3345,0.1733,-0.1724,13.6073,0.0318963,-0.0318963,17.102,0.12,-0.12,15.678,0.066,-0.066,11.599,0.03,-0.03,11.033,0.03,-0.03,10.765,0.02,-0.02,,,,,,,,,,,,,,,,10.628,0.022,-0.022,10.509,0.02,-0.02,10.446,0.053,-0.053,9.269,,,14.4005,0.000593,-0.000593,,,,13.1717,0.0073621,-0.0073621,,,,2024-06-10,2024-06,2024-06-10,0,0,0,0,0,0,0
TOI-1448 b,TOI-1448,b,,,TIC 343628284,Gaia DR2 2189711770761074816,0,1,1,0,0,Transit,2024,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,8.09708185596,0.0026823257,-0.0026823257,0,,,,,2.63540428,0.835383,-0.835383,0,0.23511543,0.07452801,-0.07452801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3632,,,0,388.13,,,0,,,,,2459857.185608,0.00549101,-0.00549101,0,BJD,0,,,,,0.47230724,0.06014213,-0.06014213,0,3.127852,0.6591834,-0.6591834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3391.0,157.0,-157.0,0,0.381586,0.011378,-0.011378,0,,,,,,,,,,,,,,4.84373,0.002144,-0.002144,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h05m17.76s,316.324003,+57d46m15.94s,57.7710946,7.12331,96.29363,67.3117,359.78689,66.6593216,0.0656215,-0.0656215,-15.7213,0.0741797,-0.0741797,-64.7789,0.0650823,-0.0650823,73.3345,0.1733,-0.1724,13.6073,0.0318963,-0.0318963,17.102,0.12,-0.12,15.678,0.066,-0.066,11.599,0.03,-0.03,11.033,0.03,-0.03,10.765,0.02,-0.02,,,,,,,,,,,,,,,,10.628,0.022,-0.022,10.509,0.02,-0.02,10.446,0.053,-0.053,9.269,,,14.4005,0.000593,-0.000593,,,,13.1717,0.0073621,-0.0073621,,,,2025-04-21,2017-07,2025-04-21,0,0,0,0,0,0,0
TOI-1451 b,TOI-1451,b,,,TIC 417931607,Gaia DR2 1581799694493008384,1,1,1,0,0,Transit,2024,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.537944,4.5e-05,-4.5e-05,0,0.127,0.003,-0.003,0,2.61143902,0.13407193,-0.10283772,0,0.23297739,0.01196112,-0.00917458,0,15.2,2.8,-2.8,0,0.04782455,0.00880979,-0.00880979,0,,,,,,,,,,,,,,,,,15.2,2.8,-2.8,0,0.04782455,0.00880979,-0.00880979,0,Mass,4.67,1.18,-1.55,0,0.0,,,0,,,,,723.33,12.39,-12.2,0,,,,,2458694.3115,0.0015,-0.0015,0,BJD,0,0.506807,0.256544,-0.344173,0,,,,,3.0940434,0.0858774,-0.0716751,0,,,,,0.02356078,0.00113436,-0.00083827,0,,,,,,,,,90.0,,,0,3.82,0.68,-0.68,0,,,,,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5801.0,77.0,-78.0,0,1.0162,0.0181,-0.0172,0,1.0022,0.0364,-0.034,0,0.019,0.058,-0.06,0,[Fe/H],0.02449,0.02357,-0.02449,0,4.424,0.023,-0.025,0,4.0,1.9,-1.7,0,1.3363,0.0935,-0.0906,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m05.83s,186.5242821,+61d15m32.14s,61.2589289,55.60337,128.32133,55.70862,147.9858,27.4714182,0.0351307,-0.0351307,-5.71587,0.0384668,-0.0384668,-26.8702,0.0349722,-0.0349722,91.9362,0.2177,-0.2168,10.8482,0.0255112,-0.0255112,10.202,0.044,-0.044,9.584,0.003,-0.003,8.38,0.019,-0.019,8.095,0.059,-0.059,8.073,0.021,-0.021,,,,,,,,,,,,,,,,8.016,0.023,-0.023,8.051,0.02,-0.02,8.014,0.018,-0.018,7.673,0.138,-0.138,9.42861,0.000235,-0.000235,,,,8.9989,0.006,-0.006,,,,2024-07-23,2024-06,2024-07-23,0,0,0,0,0,0,0
