pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
BD-14 3065 b,BD-14 3065 A,b,,,TIC 293607057,Gaia DR2 3751877374435102720,1,3,1,0,0,Transit,2024,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,2024-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,4.2889731,5.20E-06,-5.20E-06,0,0.0656,0.0026,-0.0026,0,21.59,1.05,-1.05,0,1.926,0.094,-0.094,0,3932,290,-280,0,12.37,0.92,-0.87,0,,,,,,,,,,,,,,,,,3932,290,-280,0,12.37,0.92,-0.87,0,Mass,2.15,0.53,-0.48,0,0.066,0.0098,-0.011,0,,,,,2001,31,-31,0,80.78,0.24,-0.3,0,2459313.486,0.00076,-0.00076,0,BJD,0,0.9099,0.0092,-0.0079,0,0.649,0.023,-0.02,0,3.086,0.041,-0.041,0,6.01,0.12,-0.13,0,0.0843,0.0023,-0.0022,0,0.0482,0.0091,-0.011,0,,,,,54,6,-9.1,0,1210,71,-71,0,,,,,,,,,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,,6935,90,-90,0,2.35,0.08,-0.08,0,1.41,0.05,-0.05,0,-0.34,0.05,-0.05,0,[Fe/H],1.06,0.03,-0.03,0,3.85,0.03,-0.03,0,2.24,0.26,-0.26,0,0.223,0.013,-0.014,0,22,3,-3,0,4.3,0.2,-0.2,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,32.77156,256.57364,-24.66343,161.74476,9.0305658,0.0908899,-0.0908899,-5.60772,0.096475,-0.096475,7.07846,0.0872021,-0.0872021,589.423,16.599,-15.729,1.66848,0.046156,-0.046156,11.484,0.18,-0.18,11.1,0.013,-0.013,10.143,0.026,-0.026,9.975,0.026,-0.026,9.932,0.026,-0.026,,,,,,,,,,,,,,,,9.842,0.023,-0.023,9.866,0.02,-0.02,9.852,0.049,-0.049,9.062,0.536,-0.536,10.91,0.001617,-0.001617,,,,10.6311,0.0081,-0.0081,,,,6/25/24,2024-03,6/25/24,0,0,0,0,0,0,0
DS Tuc A b,DS Tuc A,b,HD 222259 A,HIP 116748 A,TIC 410214986,Gaia DR2 6387058411482257536,1,2,1,0,0,Transit,2019,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,2019-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,8.138268,1.10E-05,-1.10E-05,0,,,,,5.7,0.17,-0.17,0,0.50851994,0.01516638,-0.01516638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,850,,,0,89.5,0.34,-0.41,0,2458332.31,0.00026,-0.00026,0,BJD,0,0.18,0.13,-0.12,0,0.2936,0.0026,-0.0026,0,3.1764,0.01176,-0.00936,0,20.35,0.29,-0.69,0,0.05419,0.00024,-0.00024,0,,,,,2458332.31,0.00026,-0.00026,0,,,,,,,,,,,,,,,,,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,G6 V,5428,80,-80,0,0.964,0.029,-0.029,0,1.01,0.06,-0.06,0,0,,,0,,-0.13966,0.00772,-0.00786,0,,,,,0.045,0.004,-0.004,0,2.4,0.1,-0.2,0,17.8,0.2,-0.2,0,2.85,0.04,-0.05,0,8.05,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m39.71s,354.9154673,-69d11m45.75s,-69.196043,-46.63356,312.10146,-57.6872,311.43551,104.2238507,0.0632739,-0.0632739,79.4639,0.0736336,-0.0736336,-67.4396,0.0451044,-0.0451044,44.0622,0.0693,-0.0691,22.6663,0.0353827,-0.0353827,8.886,0,0,8.17,0.03,-0.03,7.122,0.024,-0.024,6.759,0.023,-0.023,6.676,0.034,-0.034,,,,,,,,,,,,,,,,6.767,0.144,-0.144,6.65,0.047,-0.047,6.728,0.025,-0.025,6.589,0.098,-0.098,8.31926,0.001025,-0.001025,,,,7.8541,0.0061,-0.0061,,,,7/3/19,2019-07,7/11/19,2,1,0,0,0,0,0
GJ 1252 b,GJ 1252,b,,,TIC 370133522,Gaia DR2 6468968316900356736,1,1,1,0,0,Transit,2020,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,2020-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.5182331,8.40E-06,-8.40E-06,0,,,,,1.193,0.074,-0.074,0,0.10643251,0.00660185,-0.00660185,0,1.32,0.28,-0.28,0,0.00415318,0.00088098,-0.00088098,0,,,,,,,,,,,,,,,,,1.32,0.28,-0.28,0,0.00415318,0.00088098,-0.00088098,0,Mass,4.2,1.3,-1.1,0,0,,,0,,,,,,,,,,,,,2458668.097,0.00091,-0.00091,0,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,0,2,0.43,-0.43,0,,,,,,,,,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458,140,-133,0,0.391,0.02,-0.02,0,0.381,0.019,-0.019,0,0.1,0.1,-0.1,0,[Fe/H],-1.70774,0.0541,-0.05421,0,,,,,,,,,,,,,,,,,64,4,-4,0,7.48356,0.0007,-0.0007,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,-35.49343,341.21724,-36.09064,294.24988,1301.74991,0.0726244,-0.0726244,424.414,0.0734525,-0.0734525,-1230.62,0.0725253,-0.0725253,20.373,0.0192,-0.0192,49.0558,0.045873,-0.045873,,,,12.68,0.2,-0.2,8.697,0.019,-0.019,8.161,0.034,-0.034,7.915,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2364,0.000806,-0.000806,,,,10.1165,0.0073413,-0.0073413,,,,7/10/23,2022-09,7/10/23,0,0,0,0,0,0,0
GJ 238 b,GJ 238,b,,HIP 31300,TIC 260708537,Gaia DR2 5482827676662168832,1,1,1,0,0,Transit,2024,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,1.7446999,1.90E-06,-1.80E-06,0,0.02123,0.00016,-0.00017,0,0.566,0.014,-0.014,0,0.05049522,0.001249,-0.001249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,16,-15,0,89.99,0.8,-0.79,0,2458326.982,0.00064,-0.0007,0,BJD,0,0.202,0.075,-0.072,0,,,,,1.239,0.018,-0.018,0,,,,,0.01204,0.00023,-0.00023,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,M2.5 V,3485,140,-140,0,0.4314,0.0075,-0.0071,0,0.4193,0.0095,-0.0098,0,0.15,0.1,-0.1,0,[Fe/H],-1.61618,0.05394,-0.0534,0,,,,,,,,,,,,,,,,,44,2,-2,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m49.17s,98.454881,-58d31m30.11s,-58.5250316,-25.12418,267.83346,-81.08673,119.69723,892.6796479,0.0682143,-0.0682143,-404.351,0.0689181,-0.0689181,795.85,0.0680314,-0.0680314,15.2142,0.0071,-0.0072,65.6992,0.0305741,-0.0305741,12.872,0.289,-0.289,11.62,0.1,-0.1,7.898,0.023,-0.023,7.312,0.034,-0.034,7.03,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5294,0.000463,-0.000463,,,,9.36854,0.0073252,-0.0073252,,,,8/7/24,2024-06,8/7/24,0,1,0,0,0,0,0
GJ 3090 b,GJ 3090,b,,HIP 6365,TIC 262530407,Gaia DR2 4933912198893332224,1,1,1,0,0,Transit,2022,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2022-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.8531054,2.30E-06,-2.30E-06,0,0.03165,0.00027,-0.00027,0,2.13,0.11,-0.11,0,0.1900262,0.00981356,-0.00981356,0,3.34,0.72,-0.72,0,0.01050882,0.00226537,-0.00226537,0,,,,,,,,,,,,,,,,,3.34,0.72,-0.72,0,0.01050882,0.00226537,-0.00226537,0,Mass,1.89,0.52,-0.45,0,0.32,,,1,,,,,693,18,-18,0,87.14,0.79,-0.3,0,2458370.418,0.0003,-0.0003,0,BJD-TDB,0,0.631,0.093,-0.26,0,,,,,1.281,0.024,-0.024,0,13.18,0.42,-0.42,0,0.0379,0.0011,-0.0014,0,,,,,,,,,137,73,-57,0,2.38,0.51,-0.51,0,,,,,,,,,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556,70,-70,0,0.516,0.016,-0.016,0,0.519,0.013,-0.013,0,-0.06,0.12,-0.12,0,[Fe/H],-1.34199,0.01685,-0.01555,0,4.727,0.029,-0.029,0,,,,,5.32,0.52,-0.47,0,1.468,0.05,-0.05,1,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,-69.52189,287.95198,-49.73977,353.78726,136.8908631,0.061305,-0.061305,-111.206,0.0578318,-0.0578318,-79.8269,0.0675376,-0.0675376,22.4751,0.02605,-0.02605,44.4649,0.0512046,-0.0512046,12.89,0.014,-0.014,11.403,0.026,-0.026,8.168,0.021,-0.021,7.536,0.036,-0.036,7.294,0.026,-0.026,,,,,,,,,,,,,,,,7.053,0.038,-0.038,7.113,0.019,-0.019,7.045,0.016,-0.016,6.941,0.082,-0.082,10.5521,0.000938,-0.000938,,,,9.49275,0.0074209,-0.0074209,,,,11/28/23,2022-07,11/28/23,0,1,0,0,0,0,0
Gliese 12 b,Gliese 12,b,,,TIC 52005579,Gaia DR2 2768048564768256512,1,1,1,0,0,Transit,2024,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,2024-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,12.761408,5.00E-05,-5.00E-05,0,0.0668,0.0024,-0.0024,0,0.958,0.046,-0.048,0,0.08546718,0.00410385,-0.00428228,0,3.87,,,1,0.01217638,,,1,,,,,,,,,,,,,,,,,3.87,,,1,0.01217638,,,1,Mass,,,,,0.5,,,1,1.62,0.13,-0.11,0,314.6,6,-5.4,0,89.194,0.059,-0.052,0,2459497.187,0.0026,-0.0026,0,BJD,0,0.759,0.049,-0.114,0,,,,,1.2,0.09,-0.09,0,54.9,1.4,-1.4,0,0.0336,0.0015,-0.0015,0,,,,,,,,,,,,,2.78,,,1,,,,,,,,,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,M3.0 V,3296,48,-36,0,0.2617,0.0058,-0.007,0,0.2414,0.006,-0.006,0,-0.32,0.06,-0.06,0,[Fe/H],-2.13787,0.00886,-0.00904,0,5.21,0.07,-0.07,0,,,,,13.5,1.2,-0.9,0,2,,,1,85,,,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,-48.40659,109.835,10.85872,9.06572,700.2704562,0.1582551,-0.1582551,618.003,0.163315,-0.163315,329.319,0.138977,-0.138977,12.21,0.01305,-0.01305,81.8711,0.0866381,-0.0866381,14.265,0.038,-0.038,12.6,0.042,-0.042,8.619,0.02,-0.02,8.068,0.026,-0.026,7.807,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3963,0.001756,-0.001756,,,,10.1769,0.0072659,-0.0072659,,,,5/21/24,2024-06,5/21/24,1,0,0,0,0,0,0
HD 110082 b,HD 110082,b,HD 110082,HIP 62662,TIC 383390264,Gaia DR2 5765748511163751936,1,2,1,0,0,Transit,2021,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,2021-04,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,10.18271,4.00E-05,-4.00E-05,0,0.113,0.009,-0.013,0,3.2,0.1,-0.1,0,0.28548488,0.0089214,-0.0089214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,-0.1,0,,,,,,,,,88.2,1.1,-0.7,0,2458629.909,0.001,-0.001,0,BJD,0,0.5,0.2,-0.3,0,,,,,2.91,0.06,-0.04,0,20,2,-2,0,0.025,0.001,-0.001,0,,,,,,,,,138,60,-100,0,,,,,,,,,,,,,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,F8 V,6200,100,-100,0,1.19,0.06,-0.06,0,1.21,0.06,-0.06,0,0.08,0.05,-0.05,0,[Fe/H],0.28103,0.009,-0.00919,0,4.2,0.3,-0.3,0,0.25,0.05,-0.07,0,1,0.1,-0.1,0,25.3,0.3,-0.3,0,2.34,0.07,-0.07,0,3.63,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,-25.24938,302.92213,-66.08477,265.46882,26.0700003,0.0393997,-0.0393997,-18.7758,0.0394131,-0.0394131,-18.0863,0.0393852,-0.0393852,105.096,0.266,-0.266,9.48625,0.0239105,-0.0239105,9.755,0.036,-0.036,9.23,0.03,-0.03,8.272,0.039,-0.039,8.014,0.049,-0.049,8.002,0.031,-0.031,,,,,,,,,,,,,,,,7.965,0.025,-0.025,7.986,0.021,-0.021,7.983,0.019,-0.019,7.851,0.135,-0.135,9.11523,0.00034,-0.00034,,,,8.7581,0.006,-0.006,,,,2/25/21,2021-04,3/4/21,1,1,0,0,0,0,0
HD 1397 b,HD 1397,b,HD 1397,HIP 1419,TIC 394137592,Gaia DR2 4707634458245031552,1,1,1,0,0,Transit,2018,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,2019-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533,0.00079,-0.0008,0,0.1097,0.0011,-0.0013,0,11.500434,0.280225,-0.302643,0,1.026,0.025,-0.027,0,131.89945,6.3566,-6.3566,0,0.415,0.02,-0.02,0,,,,,,,,,,,,,,,,,131.89945,6.3566,-6.3566,0,0.415,0.02,-0.02,0,Mass,0.477,0.043,-0.038,0,0.251,0.02,-0.019,0,356,12,-12,0,1228.3,10,-9.9,0,88.99,0.67,-0.73,0,2458332.083,0.0006,-0.0006,0,BJD-TDB,0,0.17,0.12,-0.11,0,0.2037,0.0027,-0.0023,0,8.6016,0.0336,-0.0312,0,10.1,0.24,-0.22,0,0.04513,0.0003,-0.00025,0,,,,,,,,,2.1,6.1,-7,0,32,1.4,-1.4,0,,,,,,,,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521,60,-60,0,2.336,0.052,-0.059,0,1.324,0.042,-0.046,0,0.29,0.09,-0.09,0,[Fe/H],0.65992,0.01403,-0.01548,0,3.823,0.02,-0.02,0,4.51,0.5,-0.5,0,0.147,0.01,-0.01,0,2,,,1,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,-50.42274,308.21517,-58.52317,319.9668,64.9597291,0.0491517,-0.0491517,64.7627,0.0491955,-0.0491955,-5.0556,0.0413414,-0.0413414,79.5702,0.1738,-0.1731,12.5386,0.0271885,-0.0271885,8.474,0,0,7.79,0.03,-0.03,6.442,0.02,-0.02,6.09,0.049,-0.049,5.988,0.018,-0.018,,,,,,,,,,,,,,,,6.018,0.096,-0.096,5.898,0.043,-0.043,5.988,0.016,-0.016,5.921,0.049,-0.049,7.59336,0.000278,-0.000278,,,,7.1062,0.006,-0.006,,,,7/19/19,2019-03,7/25/19,1,1,0,0,0,0,0
HD 183579 b,HD 183579,b,HD 183579,HIP 96160,TIC 320004517,Gaia DR2 6641996571978861440,1,1,1,0,0,Transit,2021,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,2021-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,17.471291,2.70E-05,-2.80E-05,0,0.1322,0.0021,-0.0022,0,3.49,0.07,-0.064,0,0.31135748,0.00624499,-0.00570971,0,20.4,2.6,-2.5,0,0.06418558,0.00818051,-0.00786588,0,,,,,,,,,,,,,,,,,20.4,2.6,-2.5,0,0.06418558,0.00818051,-0.00786588,0,Mass,2.65,0.37,-0.35,0,0.061,0.061,-0.042,0,,,,,752,10,-10,0,89.11,0.2,-0.13,0,2458661.063,0.00097,-0.00096,0,BJD-TDB,0,0.48,0.11,-0.12,0,0.1106,0.0042,-0.0035,0,4.306,0.031,-0.029,0,,,,,0.03326,0.00063,-0.00053,0,,,,,,,,,270,70,-61,0,5.03,0.6,-0.59,0,,,,,,,,,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,,5784,61,-61,0,0.96,0.006,-0.006,0,0.996,0.049,-0.049,0,-0.038,0.04,-0.04,0,[Fe/H],-0.03386,0.01884,-0.01969,0,4.45,0.1,-0.1,0,3.1,1.9,-1.9,0,1.587464,0.08318,-0.08318,0,,,,,24.8,5.4,-4.4,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,-27.69962,343.06161,-32.35999,285.75315,136.334626,0.0666398,-0.0666398,108.439,0.0738186,-0.0738186,-82.6324,0.0520038,-0.0520038,57.2651,0.1875,-0.1864,17.434,0.0565783,-0.0565783,9.334,0.037,-0.037,8.67,0.03,-0.03,7.518,0.023,-0.023,7.231,0.047,-0.047,7.15,0.027,-0.027,,,,,,,,,,,,,,,,7.09,0.043,-0.043,7.137,0.02,-0.02,7.138,0.019,-0.019,7.04,0.114,-0.114,8.51549,0.000259,-0.000259,,,,8.0888,0.006,-0.006,,,,8/29/24,2023-03,8/29/24,2,1,0,0,0,0,0
