260004324,1
260004324,7
55650590,13
271893367,1
349095149,32
349095149,35
349095149,33
140691463,8
300038935,5
180695581,23
271893367,6
154293917,23
349095149,29
231702397,1
55525572,29
260004324,8
24358417,6
350618622,6
220479565,6
271893367,8
350618622,27
268301217,36
198008005,3
298663873,50
140691463,9
55525572,1
349576261,30
349576261,11
229742722,19
172518755,45
259168516,23
271971130,11
232568235,23
183120439,1
298663873,51
237922465,2
321669174,24
300038935,11
150098860,9
55525572,38
55650590,1
350618622,29
288735205,54
220479565,3
350618622,10
55525572,3
55525572,11
259168516,40
259168516,15
349095149,11
257527578,31
212957629,3
298663873,49
349095149,5
298663873,20
339672028,6
369327947,39
410153553,1
176956893,5
20182780,24
150098860,2
55525572,2
349095149,34
271971130,10
305048087,2
436873727,44
229742722,47
271971130,3
55525572,34
333657795,43
420112589,17
298663873,15
55650590,4
179317684,9
142937186,31
271971130,27
55525572,5
350618622,11
229742722,50
260004324,3
201248411,1
350618622,1
298663873,55
229742722,40
321669174,21
271971130,39
10837041,3
260004324,5
349576261,38
140691463,7
55650590,39
179317684,1
349576261,37
206541859,28
55525572,33
460984940,10
445751830,19
259168516,21
267263253,1
357501308,51
260004324,4
422756130,25
55525572,31
179317684,8
300038935,6
232568235,25
300038935,8
349095149,37
349576261,34
298663873,23
172900988,44
300038935,1
300038935,9
235683377,54
333473672,16
271971130,33
259168516,47
349095149,31
172900988,46
259168516,50
298663873,14
224225541,2
219854519,25
237922465,4
349576261,13
140691463,5
349576261,36
321669174,50
321669174,53
259168516,49
259168516,53
141488193,47
339672028,7
70899085,5
259168516,14
259168516,48
237922465,8
439456714,3
140691463,1
141488193,40
287256467,25
264678534,53
349095149,6
349095149,38
296739893,8
140691463,6
157698565,33
207110080,3
88992642,53
126606859,41
271971130,31
259168516,55
172900988,47
259168516,26
237922465,3
394357918,1
219854519,54
235683377,47
300038935,4
55650590,6
176956893,9
157698565,7
76923707,29
209459275,4
350618622,34
176956893,1
349576261,32
408636441,16
349576261,10
259168516,16
140691463,4
350618622,31
229742722,26
260004324,9
219854519,47
329148988,17
219854519,22
243641947,11
256722647,25
279947414,18
209464063,31
420112589,23
420112589,55
150098860,6
271971130,29
350618622,5
300038935,13
55650590,7
357501308,24
298663873,19
349095149,8
198008005,4
300038935,12
350618622,37
298663873,41
219854519,26
229742722,16
441462736,29
300038935,28
229742722,49
349576261,31
179317684,4
172900988,21
55650590,9
349095149,4
176956893,4
350618622,7
150098860,7
298663873,25
229742722,48
350618622,35
321669174,51
271971130,2
229742722,15
349576261,35
229742722,54
55525572,6
350618622,2
271971130,13
229742722,25
55650590,35
298663873,24
259168516,17
349095149,28
298663873,53
219854519,24
179317684,5
150098860,4
342642208,26
271971130,5
256722647,17
349576261,4
271971130,9
229742722,18
172900988,45
150098860,5
260004324,31
321669174,17
376524552,49
55525572,35
464300749,36
176956893,8
298663873,54
140691463,3
44792534,5
219854519,15
350618622,36
219854519,20
298663873,18
350618622,39
24358417,32
350618622,8
271971130,1
28900646,19
271971130,32
349095149,39
349576261,3
86263325,49
350153977,1
271971130,6
271893367,9
321669174,20
350618622,3
349095149,12
55525572,32
55525572,8
298663873,40
55525572,10
55650590,33
88992642,25
349576261,29
349576261,6
259168516,51
220479565,4
329148988,24
349095149,2
150098860,1
321669174,25
44792534,31
55525572,28
470381900,19
350618622,32
349576261,33
12421862,29
300038935,2
349576261,39
219854519,16
198485881,48
141488193,20
259168516,54
466382581,55
271971130,4
55525572,30
224225541,29
369327947,13
349095149,1
271893367,7
300038935,34
139285832,2
258920431,53
206541859,2
259168516,18
439867639,31
219854519,21
219854519,17
55650590,5
271893367,4
369327947,27
49428710,45
300038935,10
349576261,8
407126408,12
298663873,17
298663873,26
55650590,8
305048087,29
229742722,22
321669174,41
55650590,34
259168516,25
271971130,36
55525572,9
198485881,21
349576261,5
349095149,30
229742722,23
361343239,37
54002556,3
271893367,2
369327947,12
259168516,20
259168516,24
268301217,34
179317684,6
408636441,24
349576261,28
55525572,37
55525572,36
349576261,27
271893367,3
298663873,21
176956893,2
172370679,14
229742722,17
176956893,6
279947414,26
209459275,31
176956893,7
259168516,19
55650590,11
339672028,3
410214986,1
199376584,14
349576261,12
350618622,13
298663873,22
150098860,8
55650590,3
219854519,48
300038935,33
140691463,2
219854519,19
235683377,14
180695581,49
229742722,14
350618622,38
350618622,30
349095149,10
258920431,23
198485881,26
55525572,13
55525572,12
55650590,2
229742722,53
271971130,37
387690507,45
395393265,18
300038935,3
219854519,14
439867639,4
235683377,21
349095149,3
349095149,9
260004324,2
349576261,2
235683377,24
259168516,22
207141131,3
201248411,2
350618622,4
271971130,7
55525572,4
264678534,19
271893367,5
349576261,7
245509452,18
464300749,10
349095149,7
179317684,3
219854519,23
179317684,2
349576261,1
259168516,41
298663873,16
