266980320,6492940453524576128,1
396562848,549007291282705024,25
455784423,2881820324294985856,17
260004324,5500061456275483776,1
260004324,5500061456275483776,7
55650590,4665277593852295424,13
271893367,5262709709389254528,1
179317684,4651366263526130816,10
237104103,1647136729864424576,15
166527623,6113920619134019456,38
349095149,5282270085669557504,32
349095149,5282270085669557504,35
349095149,5282270085669557504,33
95660472,876608292608416512,47
163539739,1867491607542113536,15
140691463,4624979393181971328,8
150098860,5481210874877547904,27
179034327,4895489043507741440,32
179317684,4651366263526130816,39
159873822,1404488390652463872,23
288735205,2294170838587572736,21
300038935,5268547016621360768,5
180695581,1476485996883837184,23
219016883,1694625251248104832,48
271893367,5262709709389254528,6
441738827,1652137995942479744,54
258920431,2254929887069708160,17
29960110,5157183324996790272,4
154293917,1585783740516554624,23
73540072,1233227944114002688,23
198485881,1716345832872291968,14
288735205,2294170838587572736,20
183120439,4684513614202233728,27
349095149,5282270085669557504,29
290348383,6356417496318028800,27
420112589,2264839957167921024,26
149845414,5762607889340459008,34
231702397,6411096106487783296,1
258920431,2254929887069708160,26
271893367,5262709709389254528,13
55525572,4665704096987467776,29
202426247,1620024491110370688,22
260004324,5500061456275483776,8
271893367,5262709709389254528,11
376637093,2226107083103120640,17
24358417,4822916912388338176,6
350618622,4767547667180525696,6
150098860,5481210874877547904,12
362249359,5250780970316845696,36
220479565,4770828304936109056,6
271893367,5262709709389254528,8
116483514,1401760747118886016,50
29857954,6801474136515603456,1
350618622,4767547667180525696,27
70513361,5019835424832215424,3
176956893,5280444557068991616,12
268301217,5489726768531119616,36
198008005,4683737294569921664,3
229742722,2259354802894412928,41
103633434,1070387905514406400,20
370133522,6468968316900356736,13
202426247,1620024491110370688,15
264678534,2300641567596591488,18
212957629,2528453161326406016,30
298663873,2151078741786155008,50
106402532,5392409372314518656,36
271893367,5262709709389254528,28
140691463,4624979393181971328,9
68007716,3085216850017388672,34
176956893,5280444557068991616,28
55525572,4665704096987467776,1
349576261,5288681857665822080,30
362249359,5250780970316845696,10
179317684,4651366263526130816,36
349576261,5288681857665822080,11
140691463,4624979393181971328,38
396562848,549007291282705024,18
124379043,2913482170369046656,6
229742722,2259354802894412928,19
1003831,5710154317045164416,8
333657795,30398648945512960,44
420112589,2264839957167921024,21
230001847,2239684947894267392,23
172518755,646125297938578944,45
259168516,2242756094328104576,23
441738827,1652137995942479744,26
394722182,4613145315172329984,13
258920431,2254929887069708160,41
271971130,5262666416118954368,11
209464063,5048310370810634624,30
404505029,3719927426253118848,23
232568235,1411414596649598208,23
350153977,4619238087059206784,12
376637093,2226107083103120640,24
262530407,4933912198895807104,3
447061717,5357465071731312768,37
288735205,2294170838587572736,41
441738827,1652137995942479744,55
288735205,2294170838587572736,14
179317684,4651366263526130816,30
176956893,5280444557068991616,37
76923707,6552346035980010624,2
183120439,4684513614202233728,1
441738827,1652137995942479744,20
298663873,2151078741786155008,51
237922465,4680527991927519744,2
468574941,538759464958942208,18
321669174,1416730563570869376,24
220479565,4770828304936109056,13
194795551,4042548116644168832,39
279947414,568619413331898240,25
83092282,5516690878153930240,8
271893367,5262709709389254528,33
339672028,5486322710592888064,34
300038935,5268547016621360768,11
230001847,2239684947894267392,40
219016883,1694625251248104832,41
190496853,5524780333100885888,9
260004324,5500061456275483776,30
441738827,1652137995942479744,48
150098860,5481210874877547904,9
293954617,2089570519439964416,54
55525572,4665704096987467776,38
202426247,1620024491110370688,21
142394656,1675923009431370880,48
207110080,4727755005637190016,30
55650590,4665277593852295424,1
350618622,4767547667180525696,29
394050135,2296342614570999552,20
460205581,5251470948229949568,37
258920431,2254929887069708160,20
288735205,2294170838587572736,54
237104103,1647136729864424576,23
300038935,5268547016621360768,35
353475866,3451908921382409472,45
55525572,4665704096987467776,27
220479565,4770828304936109056,3
172370679,2073530190996615424,55
176956893,5280444557068991616,34
229510866,2241587416547315584,20
376637093,2226107083103120640,18
288735205,2294170838587572736,19
220076110,3222453935725951488,32
350618622,4767547667180525696,10
200322593,4785886941312921344,31
55525572,4665704096987467776,3
441462736,2388463203438164096,2
150098860,5481210874877547904,38
55525572,4665704096987467776,11
232568235,1411414596649598208,24
207110080,4727755005637190016,2
159873822,1404488390652463872,50
150098860,5481210874877547904,39
237922465,4680527991927519744,31
55650590,4665277593852295424,32
176956893,5280444557068991616,32
271893367,5262709709389254528,31
300038935,5268547016621360768,30
176956893,5280444557068991616,31
310002617,1725490333641502976,26
158588995,5400949450924312576,36
140691463,4624979393181971328,33
259168516,2242756094328104576,40
260004324,5500061456275483776,28
190496853,5524780333100885888,35
179034327,4895489043507741440,5
142394656,1675923009431370880,22
140691463,4624979393181971328,35
259168516,2242756094328104576,15
349095149,5282270085669557504,11
257527578,5078704372599743104,31
44792534,4890874702443960832,4
212957629,2528453161326406016,3
298663873,2151078741786155008,49
349095149,5282270085669557504,5
298663873,2151078741786155008,20
420112589,2264839957167921024,41
428699140,3509135344808097024,37
7548817,2115776451371641984,40
229510866,2241587416547315584,51
339672028,5486322710592888064,6
219016883,1694625251248104832,14
200723869,4747624104168195072,3
335630746,3607877948613218304,37
396562848,549007291282705024,53
369327947,6347643496607835520,39
271971130,5262666416118954368,35
201248411,4923860051276772608,28
436873727,114340658009875072,42
410153553,6385548541499112448,1
364186197,2275130045974715904,16
235683377,2265154211335825152,50
176956893,5280444557068991616,5
288735205,2294170838587572736,53
200322593,4785886941312921344,5
219854519,1636984973365053056,40
70524163,4968289907406396160,30
20182780,1291955578869575552,24
207141131,4728513943538448512,2
150098860,5481210874877547904,2
261867566,5795534040654879744,38
144193715,6565868036138018304,1
219854519,1636984973365053056,51
445805961,1116613161053977472,26
258920431,2254929887069708160,25
394050135,2296342614570999552,40
95660472,876608292608416512,45
55525572,4665704096987467776,2
230001847,2239684947894267392,16
349095149,5282270085669557504,34
151825527,5396580575830873728,36
364186197,2275130045974715904,19
271971130,5262666416118954368,10
305048087,2329387852426700800,2
436873727,114340658009875072,44
179317684,4651366263526130816,32
235683377,2265154211335825152,18
395171208,1978027916667478656,16
260004324,5500061456275483776,10
229742722,2259354802894412928,47
235683377,2265154211335825152,41
280655495,5409268527708808320,9
271971130,5262666416118954368,3
192790476,4807503030677131392,32
55525572,4665704096987467776,34
95660472,876608292608416512,20
230001847,2239684947894267392,41
289661991,1117620107545810944,40
454248975,5227928170880093568,10
333473672,1920333449169516288,17
333657795,30398648945512960,43
219854185,1650851223740149504,25
318753380,2501948402746099456,31
394722182,4613145315172329984,12
150098860,5481210874877547904,34
466206508,6443054270942726144,13
271971130,5262666416118954368,8
159873822,1404488390652463872,24
420112589,2264839957167921024,17
420112589,2264839957167921024,24
62483237,6598814657249555328,1
298663873,2151078741786155008,15
55650590,4665277593852295424,4
336128819,2096535783864546944,53
394722182,4613145315172329984,27
126606859,1841177820379504768,15
55650590,4665277593852295424,29
179317684,4651366263526130816,9
258920431,2254929887069708160,16
142937186,5055663973297050624,31
271893367,5262709709389254528,10
364186197,2275130045974715904,24
229510866,2241587416547315584,26
271971130,5262666416118954368,27
383390264,5765748511163751936,12
