#*******************************************************************************
# Revised: Nov 19, 2019              TESS / (Earth)                          -95
#                        https://tess.gsfc.nasa.gov/index.html 
#                   http://spaceflight101.com/tess/tess-orbit-design/ 
#
# BACKGROUND:
#  The NASA Transitting Exoplanet Survey Satellite (TESS) mission is to 
#  detect exoplanets transiting nearby bright stars, targets for followup 
#  characterization with large ground telescopes such as the Hubble Space 
#  Telescope and the future James Webb Space Telescope.
#
#  Launched        : 2018-Apr-18 22:51 UTC
#  Launch vehicle  : Falcon 9 Block 4
#  Launch site     : SLC-40, Cape Canaveral
#  Payload mass    : 362 kg
#  Ascent duration : 49 minutes, then TESS deployment
#
#  TESS is designed to:
#   - Monitor 200,000 nearby stars for planets
#   - Detect and characterize Earth and Super-Earth size planets
#   - Cover 400X larger sky area than Kepler
#   - Span stellar spectral types of F5 to M5
#
#  Transiting exoplanets allow determination of the following: 
#   - Fundamental properties: 
#       mass, radius, orbit
#   - Dynamics: 
#       planet-planet interactions, mutual inclinations, moons, tides
#   - Atmospheric composition & structure: 
#       transmission spectrum, emission spectrum, 
#
# MISSION OVERVIEW:
#  All-sky, two year photometric exoplanet discovery mission.
#  TESS will tile the sky with 26 observation sectors:
#
#   - At least 27 days staring at each 24 deg. x 96 deg. sector
#   - Brightest 100,000 stars at 1-minute cadence
#   - Full frame images with 30-minute cadence
#   - Map Northern hemisphere in first year
#   - Map Southern hemisphere in second year
#   - Sectors overlap at ecliptic poles for sensitivity to smaller 
#      and longer period planets in JWST Continuous Viewing Zone (CVZ)
#
#  TESS observes from unique High Earth Orbit (HEO):
#   - Unobstructed view for continuous observation
#   - Two 13.7 day orbits per observation sector
#   - Stable 2:1 resonance with Moon's orbit (P/2)
#   - Thermally stable, low-radiation
#
# SPACECRAFT: 
#  Designed for photometric stability. Heritage Orbital LEOStar-2 spacecraft bus:
#   - 3-axis stabilized pointing, with <= 3 arcsecong performance
#   - Two-headed star tracker; 4 wheel zero-momentum system
#   - 400W single-axis articulating solar array
#   - Passive thermal control
#   - Mono-propellant propulsion system
#   - Ka-band 100 Mbps science downlink 
#   - Hexagonal 3.9 x 1.2 x 1.5 meter dimensions when fully deployed
#   - Two 1.1 x 0.89 m solar panels
#
# SCIENCE INSTRUMENT: 
#  Four wide field-of-view CCD cameras. Each of the four cameras has:
#   - 24 deg. x 24 deg. Field-of-View
#   - 100 mm effective pupil diameter
#   - Lens assembly with 7 optical elements
#   - Athermal design
#   - 600nm - 1000nm bandpass
#   - 16.8 Megapixel, low-noise, low-power, MIT Lincoln Lab CCID-80 detector
#
# Trajectory:
#  A SpaceX Falcon 9 launched the 362-kilogram TESS spacecraft into a 
#  Suprasynchronous Transfer Orbit of 200 by 270,000 kilometers at an 
#  inclination of 28.5 degrees. 
#
#  The operational orbit chosen for TESS is a highly eccentric, 2:1 lunar 
#  resonance orbit of 108,400 by 376,300 kilometers at an inclination of 
#  37 degrees, timed so that the spacecraft reaches apogee with the moon at 
#  a phasing of 90 degrees. 
#
#  11 maneuvering engine burns, 3.5 phasing loops, and a lunar flyby will
#  be used during the first 60 days to go from the inital transfer orbit to
#  the operational orbit.
#
#  Post-launch trajectory (starts after launch ascent, L+00:49 min.).
#  Concatenated short-term predictions, each covering 3-4 days:
#
#  Trajectory name                           Start (TDB)          Stop (TDB)
#  ------------------------------------   -----------------   -----------------
#  Concatenated trajectory files (168)    2018-Apr-18 23:37   2021-May-19 13:01
#*******************************************************************************
# 
# 
#*******************************************************************************
#Ephemeris / WWW_USER Fri Nov 22 07:42:47 2019 Pasadena, USA      / Horizons    
#*******************************************************************************
#Target body name: TESS (spacecraft) (-95)         {source: TESS_merged}
#Center body name: Solar System Barycenter (0)     {source: DE431mx}
#Center-site name: BODY CENTER
#*******************************************************************************
#Start time      : A.D. 2018-Dec-01 00:00:00.0000 TDB
#Stop  time      : A.D. 2019-Dec-31 00:00:00.0000 TDB
#Step-size       : 60 minutes
#*******************************************************************************
#Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
#Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
#Center radii    : (undefined)                                                  
#Output units    : AU-D                                                         
#Output type     : GEOMETRIC cartesian states
#Output format   : 4 (position, LT, range, and range-rate)
#Reference frame : ICRF/J2000.0                                                 
#Coordinate systm: Earth Mean Equator and Equinox of Reference Epoch            
#*******************************************************************************
#            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     LT,                     RG,                     RR,
#**************************************************************************************************************************************************************************************************
#$$SOE
JDTDB,CalendarDate,X,Y,Z,LT,RG,RR,
2458550.666666667, A.D. 2019-Mar-08 04:00:00.0000, -9.694042129454826E-01,  2.135931036480193E-01,  9.133440406830182E-02,  5.757321372395624E-03,  9.968492942109936E-01,  3.009031986145108E-04,
2458550.708333333, A.D. 2019-Mar-08 05:00:00.0000, -9.695877582181720E-01,  2.129388587092680E-01,  9.104951990601123E-02,  5.757393441093240E-03,  9.968617725191697E-01,  2.980505265209341E-04,
2458550.750000000, A.D. 2019-Mar-08 06:00:00.0000, -9.697706973386718E-01,  2.122842744519669E-01,  9.076461377602443E-02,  5.757464819618132E-03,  9.968741313276429E-01,  2.951670932627643E-04,
2458550.791666667, A.D. 2019-Mar-08 07:00:00.0000, -9.699530285136632E-01,  2.116293509138666E-01,  9.047968658253706E-02,  5.757535500480635E-03,  9.968863693396182E-01,  2.922521713340760E-04,
2458550.833333333, A.D. 2019-Mar-08 08:00:00.0000, -9.701347499219689E-01,  2.109740881151571E-01,  9.019473924063558E-02,  5.757605476013156E-03,  9.968984852274927E-01,  2.893050096046388E-04,
2458550.875000000, A.D. 2019-Mar-08 09:00:00.0000, -9.703158597135317E-01,  2.103184860584324E-01,  8.990977267675192E-02,  5.757674738364775E-03,  9.969104776319219E-01,  2.863248351478390E-04,
2458550.916666667, A.D. 2019-Mar-08 10:00:00.0000, -9.704963560083554E-01,  2.096625447286585E-01,  8.962478782913573E-02,  5.757743279495653E-03,  9.969223451608509E-01,  2.833108508373251E-04,
2458550.958333333, A.D. 2019-Mar-08 11:00:00.0000, -9.706762368954144E-01,  2.090062640931342E-01,  8.933978564833882E-02,  5.757811091171260E-03,  9.969340863885149E-01,  2.802622354662513E-04,
2458551.000000000, A.D. 2019-Mar-08 12:00:00.0000, -9.708555004315237E-01,  2.083496441014575E-01,  8.905476709771931E-02,  5.757878164956366E-03,  9.969456998543991E-01,  2.771781421581719E-04,
2458551.041666667, A.D. 2019-Mar-08 13:00:00.0000, -9.710341446401735E-01,  2.076926846854843E-01,  8.876973315395924E-02,  5.757944492208842E-03,  9.969571840621654E-01,  2.740576980590697E-04,
2458551.083333333, A.D. 2019-Mar-08 14:00:00.0000, -9.712121675103177E-01,  2.070353857592939E-01,  8.848468480760387E-02,  5.758010064073212E-03,  9.969685374785354E-01,  2.709000026221426E-04,
2458551.125000000, A.D. 2019-Mar-08 15:00:00.0000, -9.713895669951278E-01,  2.063777472191478E-01,  8.819962306361637E-02,  5.758074871473980E-03,  9.969797585321361E-01,  2.677041279151932E-04,
2458551.166666667, A.D. 2019-Mar-08 16:00:00.0000, -9.715663410106936E-01,  2.057197689434557E-01,  8.791454894195563E-02,  5.758138905108694E-03,  9.969908456122972E-01,  2.644691156221535E-04,
2458551.208333333, A.D. 2019-Mar-08 17:00:00.0000, -9.717424874346837E-01,  2.050614507927384E-01,  8.762946347817308E-02,  5.758202155440759E-03,  9.970017970678094E-01,  2.611939774178466E-04,
2458551.250000000, A.D. 2019-Mar-08 18:00:00.0000, -9.719180041049532E-01,  2.044027926095924E-01,  8.734436772403156E-02,  5.758264612691976E-03,  9.970126112056290E-01,  2.578776936270402E-04,
2458551.291666667, A.D. 2019-Mar-08 19:00:00.0000, -9.720928888180990E-01,  2.037437942186623E-01,  8.705926274814942E-02,  5.758326266834766E-03,  9.970232862895353E-01,  2.545192113824108E-04,
2458551.333333333, A.D. 2019-Mar-08 20:00:00.0000, -9.722671393279644E-01,  2.030844554266086E-01,  8.677414963666633E-02,  5.758387107584143E-03,  9.970338205387379E-01,  2.511174437449050E-04,
2458551.375000000, A.D. 2019-Mar-08 21:00:00.0000, -9.724407533440806E-01,  2.024247760220874E-01,  8.648902949393787E-02,  5.758447124389309E-03,  9.970442121264225E-01,  2.476712684330982E-04,
2458551.416666667, A.D. 2019-Mar-08 22:00:00.0000, -9.726137285300535E-01,  2.017647557757270E-01,  8.620390344325454E-02,  5.758506306424961E-03,  9.970544591782464E-01,  2.441795260523930E-04,
2458551.458333333, A.D. 2019-Mar-08 23:00:00.0000, -9.727860625018812E-01,  2.011043944401180E-01,  8.591877262759201E-02,  5.758564642582218E-03,  9.970645597707665E-01,  2.406410190038474E-04,
2458551.500000000, A.D. 2019-Mar-09 00:00:00.0000, -9.729577528262102E-01,  2.004436917498036E-01,  8.563363821039009E-02,  5.758622121459207E-03,  9.970745119298092E-01,  2.370545094420078E-04,
2458551.541666667, A.D. 2019-Mar-09 01:00:00.0000, -9.731287970185177E-01,  1.997826474212785E-01,  8.534850137636354E-02,  5.758678731351228E-03,  9.970843136287690E-01,  2.334187181498656E-04,
2458551.583333333, A.D. 2019-Mar-09 02:00:00.0000, -9.732991925412194E-01,  1.991212611530010E-01,  8.506336333234836E-02,  5.758734460240545E-03,  9.970939627868390E-01,  2.297323225391726E-04,
2458551.625000000, A.D. 2019-Mar-09 03:00:00.0000, -9.734689368017024E-01,  1.984595326254071E-01,  8.477822530818099E-02,  5.758789295785727E-03,  9.971034572671668E-01,  2.259939547706398E-04,
2458551.666666667, A.D. 2019-Mar-09 04:00:00.0000, -9.736380271502734E-01,  1.977974615009443E-01,  8.449308855761763E-02,  5.758843225310550E-03,  9.971127948749327E-01,  2.222021997259011E-04,
2458551.708333333, A.D. 2019-Mar-09 05:00:00.0000, -9.738064608780200E-01,  1.971350474241119E-01,  8.420795435929139E-02,  5.758896235792428E-03,  9.971219733553455E-01,  2.183555935920155E-04,
2458551.750000000, A.D. 2019-Mar-09 06:00:00.0000, -9.739742352145846E-01,  1.964722900215164E-01,  8.392282401771137E-02,  5.758948313850347E-03,  9.971309903915541E-01,  2.144526210199309E-04,
2458551.791666667, A.D. 2019-Mar-09 07:00:00.0000, -9.741413473258367E-01,  1.958091889019486E-01,  8.363769886430718E-02,  5.758999445732265E-03,  9.971398436024668E-01,  2.104917132203766E-04,
2458551.833333333, A.D. 2019-Mar-09 08:00:00.0000, -9.743077943114484E-01,  1.951457436564696E-01,  8.335258025851831E-02,  5.759049617301976E-03,  9.971485305404751E-01,  2.064712460342347E-04,
2458551.875000000, A.D. 2019-Mar-09 09:00:00.0000, -9.744735732023596E-01,  1.944819538585260E-01,  8.306746958893443E-02,  5.759098814025383E-03,  9.971570486890784E-01,  2.023895364274231E-04,
2458551.916666667, A.D. 2019-Mar-09 10:00:00.0000, -9.746386809581319E-01,  1.938178190640829E-01,  8.278236827448700E-02,  5.759147020956166E-03,  9.971653954604009E-01,  1.982448406216430E-04,
2458551.958333333, A.D. 2019-Mar-09 11:00:00.0000, -9.748031144641830E-01,  1.931533388117799E-01,  8.249727776569556E-02,  5.759194222720794E-03,  9.971735681925989E-01,  1.940353517888449E-04,
2458552.000000000, A.D. 2019-Mar-09 12:00:00.0000, -9.749668705288940E-01,  1.924885126231214E-01,  8.221219954597427E-02,  5.759240403502872E-03,  9.971815641471486E-01,  1.897591956256847E-04,
2458552.041666667, A.D. 2019-Mar-09 13:00:00.0000, -9.751299458805830E-01,  1.918233400026921E-01,  8.192713513299869E-02,  5.759285547026755E-03,  9.971893805060088E-01,  1.854144287884148E-04,
2458552.083333333, A.D. 2019-Mar-09 14:00:00.0000, -9.752923371643401E-01,  1.911578204384063E-01,  8.164208608013840E-02,  5.759329636540407E-03,  9.971970143686549E-01,  1.809990350330382E-04,
2458552.125000000, A.D. 2019-Mar-09 15:00:00.0000, -9.754540409387108E-01,  1.904919534018004E-01,  8.135705397796025E-02,  5.759372654797470E-03,  9.972044627489723E-01,  1.765109217417177E-04,
2458552.166666667, A.D. 2019-Mar-09 16:00:00.0000, -9.756150536722235E-01,  1.898257383483611E-01,  8.107204045580395E-02,  5.759414584038473E-03,  9.972117225720040E-01,  1.719479164411631E-04,
2458552.208333333, A.D. 2019-Mar-09 17:00:00.0000, -9.757753717397480E-01,  1.891591747179031E-01,  8.078704718343661E-02,  5.759455405971153E-03,  9.972187906705432E-01,  1.673077628891521E-04,
2458552.250000000, A.D. 2019-Mar-09 18:00:00.0000, -9.759349914186811E-01,  1.884922619349951E-01,  8.050207587278933E-02,  5.759495101749845E-03,  9.972256637815636E-01,  1.625881173854389E-04,
2458552.291666667, A.D. 2019-Mar-09 19:00:00.0000, -9.760939088849412E-01,  1.878249994094470E-01,  8.021712827978338E-02,  5.759533651953861E-03,  9.972323385424773E-01,  1.577865439078771E-04,
2458552.333333333, A.D. 2019-Mar-09 20:00:00.0000, -9.762521202087656E-01,  1.871573865368554E-01,  7.993220620624820E-02,  5.759571036564797E-03,  9.972388114872056E-01,  1.529005100793991E-04,
2458552.375000000, A.D. 2019-Mar-09 21:00:00.0000, -9.764096213502999E-01,  1.864894226992163E-01,  7.964731150193943E-02,  5.759607234942768E-03,  9.972450790420627E-01,  1.479273823925057E-04,
2458552.416666667, A.D. 2019-Mar-09 22:00:00.0000, -9.765664081549588E-01,  1.858211072656210E-01,  7.936244606666316E-02,  5.759642225801404E-03,  9.972511375214284E-01,  1.428644206723319E-04,
2458552.458333333, A.D. 2019-Mar-09 23:00:00.0000, -9.767224763485550E-01,  1.851524395930276E-01,  7.907761185251194E-02,  5.759675987181635E-03,  9.972569831232069E-01,  1.377087733111423E-04,
2458552.500000000, A.D. 2019-Mar-10 00:00:00.0000, -9.768778215321735E-01,  1.844834190271303E-01,  7.879281086622091E-02,  5.759708496424107E-03,  9.972626119240533E-01,  1.324574709808643E-04,
2458552.541666667, A.D. 2019-Mar-10 01:00:00.0000, -9.770324391767786E-01,  1.838140449033249E-01,  7.850804517165100E-02,  5.759739730140223E-03,  9.972680198743572E-01,  1.271074211377192E-04,
2458552.583333333, A.D. 2019-Mar-10 02:00:00.0000, -9.771863246175369E-01,  1.831443165477938E-01,  7.822331689240929E-02,  5.759769664181654E-03,  9.972732027929653E-01,  1.216554013688489E-04,
2458552.625000000, A.D. 2019-Mar-10 03:00:00.0000, -9.773394730478379E-01,  1.824742332787091E-01,  7.793862821461298E-02,  5.759798273608290E-03,  9.972781563616311E-01,  1.160980523379956E-04,
2458552.666666667, A.D. 2019-Mar-10 04:00:00.0000, -9.774918795129930E-01,  1.818037944075745E-01,  7.765398138980872E-02,  5.759825532654477E-03,  9.972828761191702E-01,  1.104318710604822E-04,
2458552.708333333, A.D. 2019-Mar-10 05:00:00.0000, -9.776435389035928E-01,  1.811329992407157E-01,  7.736937873805649E-02,  5.759851414693489E-03,  9.972873574553078E-01,  1.046532028337113E-04,
2458552.750000000, A.D. 2019-Mar-10 06:00:00.0000, -9.777944459484965E-01,  1.804618470809440E-01,  7.708482265119050E-02,  5.759875892200072E-03,  9.972915956041937E-01,  9.875823353073157E-05,
2458552.791666667, A.D. 2019-Mar-10 07:00:00.0000, -9.779445952074380E-01,  1.797903372293967E-01,  7.680031559626749E-02,  5.759898936710987E-03,  9.972955856375714E-01,  9.274298014741806E-05,
2458552.833333333, A.D. 2019-Mar-10 08:00:00.0000, -9.780939810632129E-01,  1.791184689875854E-01,  7.651586011921700E-02,  5.759920518783380E-03,  9.972993224575684E-01,  8.660328253294506E-05,
2458552.875000000, A.D. 2019-Mar-10 09:00:00.0000, -9.782425977134264E-01,  1.784462416596696E-01,  7.623145884870693E-02,  5.759940607950883E-03,  9.973028007890964E-01,  8.033479292655985E-05,
2458552.916666667, A.D. 2019-Mar-10 10:00:00.0000, -9.783904391617677E-01,  1.777736545549748E-01,  7.594711450023917E-02,  5.759959172677246E-03,  9.973060151718230E-01,  7.393296540153115E-05,
2458552.958333333, A.D. 2019-Mar-10 11:00:00.0000, -9.785374992087830E-01,  1.771007069907942E-01,  7.566282988049366E-02,  5.759976180307410E-03,  9.973089599517004E-01,  6.739304556402255E-05,
2458553.000000000, A.D. 2019-Mar-10 12:00:00.0000, -9.786837714421068E-01,  1.764273982954881E-01,  7.537860789193603E-02,  5.759991597015779E-03,  9.973116292720080E-01,  6.071005777196863E-05,
2458553.041666667, A.D. 2019-Mar-10 13:00:00.0000, -9.788292492261227E-01,  1.757537278119249E-01,  7.509445153771006E-02,  5.760005387751563E-03,  9.973140170638897E-01,  5.387879280704180E-05,
2458553.083333333, A.D. 2019-Mar-10 14:00:00.0000, -9.789739287242484E-01,  1.750796951816137E-01,  7.481036312148624E-02,  5.760017533312648E-03,  9.973161200026025E-01,  4.689717263207017E-05,
2458553.125000000, A.D. 2019-Mar-10 15:00:00.0000, -9.791177968925719E-01,  1.744052992684331E-01,  7.452634744486633E-02,  5.760027962572651E-03,  9.973179257729946E-01,  3.975274064080381E-05,
2458553.166666667, A.D. 2019-Mar-10 16:00:00.0000, -9.792608492529047E-01,  1.737305397240148E-01,  7.424240706942176E-02,  5.760036652765760E-03,  9.973194304332885E-01,  3.244286494368314E-05,
2458553.208333333, A.D. 2019-Mar-10 17:00:00.0000, -9.794030781603100E-01,  1.730554159918635E-01,  7.395854545634419E-02,  5.760043563328114E-03,  9.973206269600691E-01,  2.496125860887574E-05,
2458553.250000000, A.D. 2019-Mar-10 18:00:00.0000, -9.795444756847641E-01,  1.723799275537021E-01,  7.367476619701434E-02,  5.760048652145811E-03,  9.973215080615396E-01,  1.730132350466391E-05,
2458553.291666667, A.D. 2019-Mar-10 19:00:00.0000, -9.796850335964110E-01,  1.717040739358807E-01,  7.339107302010091E-02,  5.760051875477934E-03,  9.973220661641961E-01,  9.456132508506482E-06,
2458553.333333333, A.D. 2019-Mar-10 20:00:00.0000, -9.798247433498927E-01,  1.710278547164874E-01,  7.310746979913053E-02,  5.760053187874962E-03,  9.973222933986975E-01,  1.418409141348559E-06,
2458553.375000000, A.D. 2019-Mar-10 21:00:00.0000, -9.799635960676828E-01,  1.703512695332445E-01,  7.282396056056566E-02,  5.760052542092196E-03,  9.973221815848775E-01, -6.819493358953962E-06,
2458553.416666667, A.D. 2019-Mar-10 22:00:00.0000, -9.801015825223564E-01,  1.696743180922834E-01,  7.254054949242977E-02,  5.760049888997907E-03,  9.973217222158416E-01, -1.526561519626585E-05,
2458553.458333333, A.D. 2019-Mar-10 23:00:00.0000, -9.802386931177125E-01,  1.689970001778957E-01,  7.225724095352340E-02,  5.760045177475836E-03,  9.973209064410832E-01, -2.392841382726751E-05,
2458553.500000000, A.D. 2019-Mar-11 00:00:00.0000, -9.803749178686721E-01,  1.683193156633797E-01,  7.197403948327755E-02,  5.760038354321659E-03,  9.973197250485597E-01, -3.281678977542117E-05,
2458553.541666667, A.D. 2019-Mar-11 01:00:00.0000, -9.805102463798534E-01,  1.676412645231045E-01,  7.169094981229511E-02,  5.760029364132989E-03,  9.973181684456446E-01, -4.194011523360618E-05,
2458553.583333333, A.D. 2019-Mar-11 02:00:00.0000, -9.806446678227376E-01,  1.669628468459519E-01,  7.140797687363622E-02,  5.760018149192552E-03,  9.973162266389021E-01, -5.130826229295656E-05,
2458553.625000000, A.D. 2019-Mar-11 03:00:00.0000, -9.807781709113137E-01,  1.662840628502826E-01,  7.112512581490642E-02,  5.760004649343989E-03,  9.973138892125815E-01, -6.093163514860591E-05,
2458553.666666667, A.D. 2019-Mar-11 04:00:00.0000, -9.809107438760936E-01,  1.656049129006276E-01,  7.084240201121328E-02,  5.759988801859861E-03,  9.973111453057636E-01, -7.082120337486542E-05,
2458553.708333333, A.D. 2019-Mar-11 05:00:00.0000, -9.810423744363800E-01,  1.649253975263115E-01,  7.055981107906154E-02,  5.759970541301344E-03,  9.973079835880666E-01, -8.098853783762919E-05,
2458553.750000000, A.D. 2019-Mar-11 06:00:00.0000, -9.811730497706614E-01,  1.642455174422479E-01,  7.027735889126310E-02,  5.759949799369043E-03,  9.973043922338175E-01, -9.144584818443597E-05,
2458553.791666667, A.D. 2019-Mar-11 07:00:00.0000, -9.813027564849957E-01,  1.635652735721805E-01,  6.999505159294464E-02,  5.759926504744439E-03,  9.973003588945969E-01, -1.022060235190160E-04,
2458553.833333333, A.D. 2019-Mar-11 08:00:00.0000, -9.814314805792416E-01,  1.628846670746810E-01,  6.971289561874172E-02,  5.759900582921316E-03,  9.972958706700542E-01, -1.132826746522353E-04,
2458553.875000000, A.D. 2019-Mar-11 09:00:00.0000, -9.815592074109895E-01,  1.622036993722557E-01,  6.943089771127610E-02,  5.759871956026663E-03,  9.972909140768950E-01, -1.246901798352600E-04,
2458553.916666667, A.D. 2019-Mar-11 10:00:00.0000, -9.816859216570284E-01,  1.615223721839653E-01,  6.914906494102008E-02,  5.759840542630392E-03,  9.972854750159365E-01, -1.364437316078231E-04,
2458553.958333333, A.D. 2019-Mar-11 11:00:00.0000, -9.818116072721884E-01,  1.608406875620167E-01,  6.886740472765918E-02,  5.759806257543327E-03,  9.972795387371304E-01, -1.485593875223079E-04,
2458554.000000000, A.D. 2019-Mar-11 12:00:00.0000, -9.819362474453865E-01,  1.601586479328543E-01,  6.858592486307302E-02,  5.759769011602876E-03,  9.972730898024524E-01, -1.610541217802287E-04,
2458554.041666667, A.D. 2019-Mar-11 13:00:00.0000, -9.820598245526994E-01,  1.594762561433499E-01,  6.830463353606131E-02,  5.759728711445841E-03,  9.972661120465658E-01, -1.739458803694635E-04,
2458554.083333333, A.D. 2019-Mar-11 14:00:00.0000, -9.821823201072940E-01,  1.587935155127820E-01,  6.802353935895017E-02,  5.759685259267898E-03,  9.972585885351770E-01, -1.872536368693995E-04,
2458554.125000000, A.D. 2019-Mar-11 15:00:00.0000, -9.823037147060377E-01,  1.581104298913950E-01,  6.774265139622070E-02,  5.759638552569348E-03,  9.972505015210131E-01, -2.009974503364944E-04,
2458554.166666667, A.D. 2019-Mar-11 16:00:00.0000, -9.824239879726289E-01,  1.574270037264439E-01,  6.746197919530784E-02,  5.759588483886869E-03,  9.972418323973770E-01, -2.151985238128634E-04,
2458554.208333333, A.D. 2019-Mar-11 17:00:00.0000, -9.825431184970970E-01,  1.567432421367698E-01,  6.718153281972208E-02,  5.759534940511199E-03,  9.972325616492642E-01, -2.298792626490077E-04,
2458554.250000000, A.D. 2019-Mar-11 18:00:00.0000, -9.826610837715500E-01,  1.560591509971032E-01,  6.690132288464828E-02,  5.759477804190899E-03,  9.972226688020734E-01, -2.450633315692509E-04,
2458554.291666667, A.D. 2019-Mar-11 19:00:00.0000, -9.827778601220788E-01,  1.553747370334794E-01,  6.662136059517484E-02,  5.759416950822683E-03,  9.972121323679869E-01, -2.607757088697890E-04,
2458554.333333333, A.D. 2019-Mar-11 20:00:00.0000, -9.828934226367888E-01,  1.546900079313538E-01,  6.634165778729975E-02,  5.759352250129289E-03,  9.972009297901956E-01, -2.770427354666636E-04,
2458554.375000000, A.D. 2019-Mar-11 21:00:00.0000, -9.830077450899933E-01,  1.540049724582536E-01,  6.606222697184715E-02,  5.759283565326345E-03,  9.971890373852195E-01, -2.938921567201204E-04,
2458554.416666667, A.D. 2019-Mar-11 22:00:00.0000, -9.831207998627193E-01,  1.533196406030786E-01,  6.578308138140543E-02,  5.759210752780587E-03,  9.971764302837299E-01, -3.113531519278067E-04,
2458554.458333333, A.D. 2019-Mar-11 23:00:00.0000, -9.832325578597982E-01,  1.526340237344868E-01,  6.550423502036250E-02,  5.759133661662657E-03,  9.971630823704336E-01, -3.294563487022950E-04,
2458554.500000000, A.D. 2019-Mar-12 00:00:00.0000, -9.833429884240167E-01,  1.519481347811751E-01,  6.522570271806225E-02,  5.759052133599081E-03,  9.971489662238130E-01, -3.482338146060329E-04,
2458554.541666667, A.D. 2019-Mar-12 01:00:00.0000, -9.834520592480387E-01,  1.512619884372840E-01,  6.494750018503020E-02,  5.758966002329653E-03,  9.971340530568061E-01, -3.677190187324496E-04,
2458554.583333333, A.D. 2019-Mar-12 02:00:00.0000, -9.835597362851433E-01,  1.505756013966437E-01,  6.466964407211173E-02,  5.758875093378630E-03,  9.971183126598745E-01, -3.879467532939824E-04,
2458554.625000000, A.D. 2019-Mar-12 03:00:00.0000, -9.836659836602458E-01,  1.498889926201247E-01,  6.439215203221926E-02,  5.758779223750863E-03,  9.971017133483902E-01, -4.089530048705290E-04,
2458554.666666667, A.D. 2019-Mar-12 04:00:00.0000, -9.837707635832398E-01,  1.492021836409733E-01,  6.411504278418635E-02,  5.758678201667572E-03,  9.970842219168867E-01, -4.307747463831890E-04,
2458554.708333333, A.D. 2019-Mar-12 05:00:00.0000, -9.838740362674069E-01,  1.485151989136747E-01,  6.383833617796046E-02,  5.758571826360868E-03,  9.970658036034820E-01, -4.534496539395848E-04,
2458554.750000000, A.D. 2019-Mar-12 06:00:00.0000, -9.839757598566112E-01,  1.478280662126576E-01,  6.356205326000121E-02,  5.758459887952023E-03,  9.970464220688003E-01, -4.770156924833050E-04,
2458554.791666667, A.D. 2019-Mar-12 07:00:00.0000, -9.840758903661838E-01,  1.471408170879015E-01,  6.328621633727989E-02,  5.758342167445561E-03,  9.970260393949507E-01, -5.015105576319726E-04,
2458554.833333333, A.D. 2019-Mar-12 08:00:00.0000, -9.841743816439824E-01,  1.464534873853252E-01,  6.301084903764242E-02,  5.758218436880557E-03,  9.970046161117225E-01, -5.269709206664446E-04,
2458554.875000000, A.D. 2019-Mar-12 09:00:00.0000, -9.842711853601062E-01,  1.457661178405947E-01,  6.273597636346963E-02,  5.758088459692071E-03,  9.969821112591661E-01, -5.534314268637452E-04,
2458554.916666667, A.D. 2019-Mar-12 10:00:00.0000, -9.843662510362683E-01,  1.450787547556284E-01,  6.246162473449472E-02,  5.757951991349965E-03,  9.969584824982003E-01, -5.809233792529693E-04,
2458554.958333333, A.D. 2019-Mar-12 11:00:00.0000, -9.844595261290595E-01,  1.443914507674893E-01,  6.218782201424058E-02,  5.757808780360482E-03,  9.969336862840315E-01, -6.094730259464595E-04,
2458555.000000000, A.D. 2019-Mar-12 12:00:00.0000, -9.845509561853308E-01,  1.437042657193245E-01,  6.191459751274301E-02,  5.757658569737955E-03,  9.969076781209704E-01, -6.390993451218444E-04,
2458555.041666667, A.D. 2019-Mar-12 13:00:00.0000, -9.846404850928923E-01,  1.430172676422535E-01,  6.164198195596143E-02,  5.757501099080750E-03,  9.968804129218717E-01, -6.698112168514966E-04,
2458555.083333333, A.D. 2019-Mar-12 14:00:00.0000, -9.847280554558221E-01,  1.423305338552820E-01,  6.137000740940250E-02,  5.757336107417866E-03,  9.968518455010074E-01, -7.016038219749730E-04,
2458555.125000000, A.D. 2019-Mar-12 15:00:00.0000, -9.848136091309436E-01,  1.416441521867089E-01,  6.109870713994718E-02,  5.757163337029949E-03,  9.968219312356543E-01, -7.344541130156677E-04,
2458555.166666667, A.D. 2019-Mar-12 16:00:00.0000, -9.848970879705192E-01,  1.409582223144938E-01,  6.082811539559286E-02,  5.756982538490787E-03,  9.967906269390030E-01, -7.683151692890653E-04,
2458555.208333333, A.D. 2019-Mar-12 17:00:00.0000, -9.849784348257674E-01,  1.402728572134547E-01,  6.055826707776697E-02,  5.756793477221012E-03,  9.967578919948951E-01, -8.031092428502242E-04,
2458555.250000000, A.D. 2019-Mar-12 18:00:00.0000, -9.850575948759156E-01,  1.395881846826356E-01,  6.028919727516201E-02,  5.756595941890645E-03,  9.967236898126784E-01, -8.387193189996289E-04,
2458555.291666667, A.D. 2019-Mar-12 19:00:00.0000, -9.851345173570818E-01,  1.389043489051778E-01,  6.002094062203624E-02,  5.756389755044411E-03,  9.966879896669247E-01, -8.749790690228827E-04,
