#*******************************************************************************
# Revised: Nov 19, 2019              TESS / (Earth)                          -95
#                        https://tess.gsfc.nasa.gov/index.html 
#                   http://spaceflight101.com/tess/tess-orbit-design/ 
#
# BACKGROUND:
#  The NASA Transitting Exoplanet Survey Satellite (TESS) mission is to 
#  detect exoplanets transiting nearby bright stars, targets for followup 
#  characterization with large ground telescopes such as the Hubble Space 
#  Telescope and the future James Webb Space Telescope.
#
#  Launched        : 2018-Apr-18 22:51 UTC
#  Launch vehicle  : Falcon 9 Block 4
#  Launch site     : SLC-40, Cape Canaveral
#  Payload mass    : 362 kg
#  Ascent duration : 49 minutes, then TESS deployment
#
#  TESS is designed to:
#   - Monitor 200,000 nearby stars for planets
#   - Detect and characterize Earth and Super-Earth size planets
#   - Cover 400X larger sky area than Kepler
#   - Span stellar spectral types of F5 to M5
#
#  Transiting exoplanets allow determination of the following: 
#   - Fundamental properties: 
#       mass, radius, orbit
#   - Dynamics: 
#       planet-planet interactions, mutual inclinations, moons, tides
#   - Atmospheric composition & structure: 
#       transmission spectrum, emission spectrum, 
#
# MISSION OVERVIEW:
#  All-sky, two year photometric exoplanet discovery mission.
#  TESS will tile the sky with 26 observation sectors:
#
#   - At least 27 days staring at each 24 deg. x 96 deg. sector
#   - Brightest 100,000 stars at 1-minute cadence
#   - Full frame images with 30-minute cadence
#   - Map Northern hemisphere in first year
#   - Map Southern hemisphere in second year
#   - Sectors overlap at ecliptic poles for sensitivity to smaller 
#      and longer period planets in JWST Continuous Viewing Zone (CVZ)
#
#  TESS observes from unique High Earth Orbit (HEO):
#   - Unobstructed view for continuous observation
#   - Two 13.7 day orbits per observation sector
#   - Stable 2:1 resonance with Moon's orbit (P/2)
#   - Thermally stable, low-radiation
#
# SPACECRAFT: 
#  Designed for photometric stability. Heritage Orbital LEOStar-2 spacecraft bus:
#   - 3-axis stabilized pointing, with <= 3 arcsecong performance
#   - Two-headed star tracker; 4 wheel zero-momentum system
#   - 400W single-axis articulating solar array
#   - Passive thermal control
#   - Mono-propellant propulsion system
#   - Ka-band 100 Mbps science downlink 
#   - Hexagonal 3.9 x 1.2 x 1.5 meter dimensions when fully deployed
#   - Two 1.1 x 0.89 m solar panels
#
# SCIENCE INSTRUMENT: 
#  Four wide field-of-view CCD cameras. Each of the four cameras has:
#   - 24 deg. x 24 deg. Field-of-View
#   - 100 mm effective pupil diameter
#   - Lens assembly with 7 optical elements
#   - Athermal design
#   - 600nm - 1000nm bandpass
#   - 16.8 Megapixel, low-noise, low-power, MIT Lincoln Lab CCID-80 detector
#
# Trajectory:
#  A SpaceX Falcon 9 launched the 362-kilogram TESS spacecraft into a 
#  Suprasynchronous Transfer Orbit of 200 by 270,000 kilometers at an 
#  inclination of 28.5 degrees. 
#
#  The operational orbit chosen for TESS is a highly eccentric, 2:1 lunar 
#  resonance orbit of 108,400 by 376,300 kilometers at an inclination of 
#  37 degrees, timed so that the spacecraft reaches apogee with the moon at 
#  a phasing of 90 degrees. 
#
#  11 maneuvering engine burns, 3.5 phasing loops, and a lunar flyby will
#  be used during the first 60 days to go from the inital transfer orbit to
#  the operational orbit.
#
#  Post-launch trajectory (starts after launch ascent, L+00:49 min.).
#  Concatenated short-term predictions, each covering 3-4 days:
#
#  Trajectory name                           Start (TDB)          Stop (TDB)
#  ------------------------------------   -----------------   -----------------
#  Concatenated trajectory files (168)    2018-Apr-18 23:37   2021-May-19 13:01
#*******************************************************************************
# 
# 
#*******************************************************************************
#Ephemeris / WWW_USER Fri Nov 22 07:42:47 2019 Pasadena, USA      / Horizons    
#*******************************************************************************
#Target body name: TESS (spacecraft) (-95)         {source: TESS_merged}
#Center body name: Solar System Barycenter (0)     {source: DE431mx}
#Center-site name: BODY CENTER
#*******************************************************************************
#Start time      : A.D. 2018-Dec-01 00:00:00.0000 TDB
#Stop  time      : A.D. 2019-Dec-31 00:00:00.0000 TDB
#Step-size       : 60 minutes
#*******************************************************************************
#Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
#Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
#Center radii    : (undefined)                                                  
#Output units    : AU-D                                                         
#Output type     : GEOMETRIC cartesian states
#Output format   : 4 (position, LT, range, and range-rate)
#Reference frame : ICRF/J2000.0                                                 
#Coordinate systm: Earth Mean Equator and Equinox of Reference Epoch            
#*******************************************************************************
#            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     LT,                     RG,                     RR,
#**************************************************************************************************************************************************************************************************
#$$SOE
JDTDB,CalendarDate,X,Y,Z,LT,RG,RR,
2458628.916666667, A.D. 2019-May-25 10:00:00.0000, -4.506564984606294E-01, -8.235870312904955E-01, -3.575832036368705E-01,  5.802176163025100E-03,  1.004615660458214E+00, -2.302412334000901E-05,
2458628.958333333, A.D. 2019-May-25 11:00:00.0000, -4.500388419054172E-01, -8.238666306602823E-01, -3.577146268030563E-01,  5.802171314704661E-03,  1.004614820997553E+00, -1.728087570150987E-05,
2458629.000000000, A.D. 2019-May-25 12:00:00.0000, -4.494210302648851E-01, -8.241460818113249E-01, -3.578459212989612E-01,  5.802167840681331E-03,  1.004614219489059E+00, -1.160215461764723E-05,
2458629.041666667, A.D. 2019-May-25 13:00:00.0000, -4.488030615044856E-01, -8.244253829807136E-01, -3.579770859665789E-01,  5.802165725616171E-03,  1.004613853276879E+00, -5.986395825755506E-06,
2458629.083333333, A.D. 2019-May-25 14:00:00.0000, -4.481849336455049E-01, -8.247045324391926E-01, -3.581081196737667E-01,  5.802164954541116E-03,  1.004613719769372E+00, -4.320810001847292E-07,
2458629.125000000, A.D. 2019-May-25 15:00:00.0000, -4.475666447629071E-01, -8.249835284905610E-01, -3.582390213133106E-01,  5.802165512848117E-03,  1.004613816437232E+00,  5.062263917750095E-06,
2458629.166666667, A.D. 2019-May-25 16:00:00.0000, -4.469481929832668E-01, -8.252623694710888E-01, -3.583697898020288E-01,  5.802167386278695E-03,  1.004614140811682E+00,  1.049807035674379E-05,
2458629.208333333, A.D. 2019-May-25 17:00:00.0000, -4.463295764827964E-01, -8.255410537489379E-01, -3.585004240799141E-01,  5.802170560913870E-03,  1.004614690482723E+00,  1.587672871876325E-05,
2458629.250000000, A.D. 2019-May-25 18:00:00.0000, -4.457107934854515E-01, -8.258195797236013E-01, -3.586309231093093E-01,  5.802175023164467E-03,  1.004615463097464E+00,  2.119958983022541E-05,
2458629.291666667, A.D. 2019-May-25 19:00:00.0000, -4.450918422611219E-01, -8.260979458253438E-01, -3.587612858741194E-01,  5.802180759761772E-03,  1.004616456358497E+00,  2.646796644588180E-05,
2458629.333333333, A.D. 2019-May-25 20:00:00.0000, -4.444727211238914E-01, -8.263761505146637E-01, -3.588915113790523E-01,  5.802187757748530E-03,  1.004617668022343E+00,  3.168313456016087E-05,
2458629.375000000, A.D. 2019-May-25 21:00:00.0000, -4.438534284303746E-01, -8.266541922817593E-01, -3.590215986488920E-01,  5.802196004470263E-03,  1.004619095897949E+00,  3.684633474739655E-05,
2458629.416666667, A.D. 2019-May-25 22:00:00.0000, -4.432339625781196E-01, -8.269320696460070E-01, -3.591515467278002E-01,  5.802205487566906E-03,  1.004620737845234E+00,  4.195877347924039E-05,
2458629.458333333, A.D. 2019-May-25 23:00:00.0000, -4.426143220040730E-01, -8.272097811554544E-01, -3.592813546786442E-01,  5.802216194964736E-03,  1.004622591773698E+00,  4.702162423486613E-05,
2458629.500000000, A.D. 2019-May-26 00:00:00.0000, -4.419945051831098E-01, -8.274873253863206E-01, -3.594110215823525E-01,  5.802228114868579E-03,  1.004624655641070E+00,  5.203602878279861E-05,
2458629.541666667, A.D. 2019-May-26 01:00:00.0000, -4.413745106266175E-01, -8.277647009425112E-01, -3.595405465372934E-01,  5.802241235754309E-03,  1.004626927452010E+00,  5.700309815212881E-05,
2458629.583333333, A.D. 2019-May-26 02:00:00.0000, -4.407543368811389E-01, -8.280419064551398E-01, -3.596699286586786E-01,  5.802255546361587E-03,  1.004629405256851E+00,  6.192391384278634E-05,
2458629.625000000, A.D. 2019-May-26 03:00:00.0000, -4.401339825270631E-01, -8.283189405820665E-01, -3.597991670779886E-01,  5.802271035686873E-03,  1.004632087150388E+00,  6.679952874316245E-05,
2458629.666666667, A.D. 2019-May-26 04:00:00.0000, -4.395134461773697E-01, -8.285958020074430E-01, -3.599282609424192E-01,  5.802287692976662E-03,  1.004634971270710E+00,  7.163096815049122E-05,
2458629.708333333, A.D. 2019-May-26 05:00:00.0000, -4.388927264764200E-01, -8.288724894412699E-01, -3.600572094143493E-01,  5.802305507720965E-03,  1.004638055798068E+00,  7.641923077037872E-05,
2458629.750000000, A.D. 2019-May-26 06:00:00.0000, -4.382718220987900E-01, -8.291490016189659E-01, -3.601860116708269E-01,  5.802324469647006E-03,  1.004641338953787E+00,  8.116528953059862E-05,
2458629.791666667, A.D. 2019-May-26 07:00:00.0000, -4.376507317481499E-01, -8.294253373009467E-01, -3.603146669030747E-01,  5.802344568713135E-03,  1.004644818999209E+00,  8.587009249284389E-05,
2458629.833333333, A.D. 2019-May-26 08:00:00.0000, -4.370294541561840E-01, -8.297014952722136E-01, -3.604431743160129E-01,  5.802365795102947E-03,  1.004648494234677E+00,  9.053456373755274E-05,
2458629.875000000, A.D. 2019-May-26 09:00:00.0000, -4.364079880815453E-01, -8.299774743419548E-01, -3.605715331277979E-01,  5.802388139219598E-03,  1.004652362998546E+00,  9.515960407607428E-05,
2458629.916666667, A.D. 2019-May-26 10:00:00.0000, -4.357863323088539E-01, -8.302532733431539E-01, -3.606997425693793E-01,  5.802411591680305E-03,  1.004656423666241E+00,  9.974609187342758E-05,
2458629.958333333, A.D. 2019-May-26 11:00:00.0000, -4.351644856477235E-01, -8.305288911322112E-01, -3.608278018840687E-01,  5.802436143311035E-03,  1.004660674649325E+00,  1.042948837889029E-04,
2458630.000000000, A.D. 2019-May-26 12:00:00.0000, -4.345424469318252E-01, -8.308043265885727E-01, -3.609557103271264E-01,  5.802461785141360E-03,  1.004665114394618E+00,  1.088068154494127E-04,
2458630.041666667, A.D. 2019-May-26 13:00:00.0000, -4.339202150179846E-01, -8.310795786143685E-01, -3.610834671653609E-01,  5.802488508399492E-03,  1.004669741383331E+00,  1.132827021791315E-04,
2458630.083333333, A.D. 2019-May-26 14:00:00.0000, -4.332977887853035E-01, -8.313546461340634E-01, -3.612110716767397E-01,  5.802516304507459E-03,  1.004674554130235E+00,  1.177233396217356E-04,
2458630.125000000, A.D. 2019-May-26 15:00:00.0000, -4.326751671343155E-01, -8.316295280941144E-01, -3.613385231500158E-01,  5.802545165076468E-03,  1.004679551182854E+00,  1.221295044039793E-04,
2458630.166666667, A.D. 2019-May-26 16:00:00.0000, -4.320523489861686E-01, -8.319042234626369E-01, -3.614658208843648E-01,  5.802575081902375E-03,  1.004684731120687E+00,  1.265019547023441E-04,
2458630.208333333, A.D. 2019-May-26 17:00:00.0000, -4.314293332818300E-01, -8.321787312290837E-01, -3.615929641890330E-01,  5.802606046961339E-03,  1.004690092554447E+00,  1.308414308658650E-04,
2458630.250000000, A.D. 2019-May-26 18:00:00.0000, -4.308061189813208E-01, -8.324530504039283E-01, -3.617199523829975E-01,  5.802638052405593E-03,  1.004695634125336E+00,  1.351486559932052E-04,
2458630.291666667, A.D. 2019-May-26 19:00:00.0000, -4.301827050629724E-01, -8.327271800183591E-01, -3.618467847946370E-01,  5.802671090559354E-03,  1.004701354504333E+00,  1.394243364042128E-04,
2458630.333333333, A.D. 2019-May-26 20:00:00.0000, -4.295590924672994E-01, -8.330011252977567E-01, -3.619734639685391E-01,  5.802705194952950E-03,  1.004707259497035E+00,  1.436728625120559E-04,
2458630.375000000, A.D. 2019-May-26 21:00:00.0000, -4.289352763537214E-01, -8.332748731061967E-01, -3.620999828988071E-01,  5.802740277059085E-03,  1.004713333775415E+00,  1.478875288292152E-04,
2458630.416666667, A.D. 2019-May-26 22:00:00.0000, -4.283112576601515E-01, -8.335484285702505E-01, -3.622263440851122E-01,  5.802776369845945E-03,  1.004719583047738E+00,  1.520726766947516E-04,
2458630.458333333, A.D. 2019-May-26 23:00:00.0000, -4.276870354309618E-01, -8.338217908011830E-01, -3.623525468902612E-01,  5.802813466287134E-03,  1.004726006097421E+00,  1.562289482924889E-04,
2458630.500000000, A.D. 2019-May-27 00:00:00.0000, -4.270626087256235E-01, -8.340949589294783E-01, -3.624785906850229E-01,  5.802851559509778E-03,  1.004732601734463E+00,  1.603569737616338E-04,
2458630.541666667, A.D. 2019-May-27 01:00:00.0000, -4.264379766178966E-01, -8.343679321046715E-01, -3.626044748477846E-01,  5.802890642790963E-03,  1.004739368794828E+00,  1.644573693660796E-04,
2458630.583333333, A.D. 2019-May-27 02:00:00.0000, -4.258131381952225E-01, -8.346407094951002E-01, -3.627301987642831E-01,  5.802930709554456E-03,  1.004746306139875E+00,  1.685307379048946E-04,
2458630.625000000, A.D. 2019-May-27 03:00:00.0000, -4.251880925581365E-01, -8.349132902876595E-01, -3.628557618273446E-01,  5.802971753367505E-03,  1.004753412655809E+00,  1.725776691217952E-04,
2458630.666666667, A.D. 2019-May-27 04:00:00.0000, -4.245628388196901E-01, -8.351856736875685E-01, -3.629811634366296E-01,  5.803013767937740E-03,  1.004760687253139E+00,  1.765987400826894E-04,
2458630.708333333, A.D. 2019-May-27 05:00:00.0000, -4.239373761048925E-01, -8.354578589181414E-01, -3.631064029983851E-01,  5.803056747110178E-03,  1.004768128866164E+00,  1.805945155567371E-04,
2458630.750000000, A.D. 2019-May-27 06:00:00.0000, -4.233117035501657E-01, -8.357298452205650E-01, -3.632314799252046E-01,  5.803100684864300E-03,  1.004775736452462E+00,  1.845655483815809E-04,
2458630.791666667, A.D. 2019-May-27 07:00:00.0000, -4.226858203028087E-01, -8.360016318536855E-01, -3.633563936357915E-01,  5.803145575311227E-03,  1.004783508992406E+00,  1.885123798003492E-04,
2458630.833333333, A.D. 2019-May-27 08:00:00.0000, -4.220597255204785E-01, -8.362732180938002E-01, -3.634811435547303E-01,  5.803191412690964E-03,  1.004791445488683E+00,  1.924355398067830E-04,
2458630.875000000, A.D. 2019-May-27 09:00:00.0000, -4.214334183706814E-01, -8.365446032344562E-01, -3.636057291122620E-01,  5.803238191369737E-03,  1.004799544965836E+00,  1.963355474573956E-04,
2458630.916666667, A.D. 2019-May-27 10:00:00.0000, -4.208068980302763E-01, -8.368157865862551E-01, -3.637301497440659E-01,  5.803285905837400E-03,  1.004807806469813E+00,  2.002129111996914E-04,
2458630.958333333, A.D. 2019-May-27 11:00:00.0000, -4.201801636849864E-01, -8.370867674766644E-01, -3.638544048910449E-01,  5.803334550704910E-03,  1.004816229067530E+00,  2.040681291487056E-04,
2458631.000000000, A.D. 2019-May-27 12:00:00.0000, -4.195532145289234E-01, -8.373575452498359E-01, -3.639784939991165E-01,  5.803384120701886E-03,  1.004824811846448E+00,  2.079016893922644E-04,
2458631.041666667, A.D. 2019-May-27 13:00:00.0000, -4.189260497641203E-01, -8.376281192664271E-01, -3.641024165190074E-01,  5.803434610674221E-03,  1.004833553914161E+00,  2.117140702563739E-04,
2458631.083333333, A.D. 2019-May-27 14:00:00.0000, -4.182986686000745E-01, -8.378984889034323E-01, -3.642261719060543E-01,  5.803486015581769E-03,  1.004842454397996E+00,  2.155057405913409E-04,
2458631.125000000, A.D. 2019-May-27 15:00:00.0000, -4.176710702532957E-01, -8.381686535540167E-01, -3.643497596200054E-01,  5.803538330496099E-03,  1.004851512444621E+00,  2.192771600132235E-04,
2458631.166666667, A.D. 2019-May-27 16:00:00.0000, -4.170432539468658E-01, -8.384386126273577E-01, -3.644731791248290E-01,  5.803591550598296E-03,  1.004860727219667E+00,  2.230287791651241E-04,
2458631.208333333, A.D. 2019-May-27 17:00:00.0000, -4.164152189100039E-01, -8.387083655484912E-01, -3.645964298885234E-01,  5.803645671176839E-03,  1.004870097907359E+00,  2.267610399543427E-04,
2458631.250000000, A.D. 2019-May-27 18:00:00.0000, -4.157869643776411E-01, -8.389779117581631E-01, -3.647195113829321E-01,  5.803700687625520E-03,  1.004879623710157E+00,  2.304743758005420E-04,
2458631.291666667, A.D. 2019-May-27 19:00:00.0000, -4.151584895899968E-01, -8.392472507126882E-01, -3.648424230835600E-01,  5.803756595441437E-03,  1.004889303848407E+00,  2.341692118442685E-04,
2458631.333333333, A.D. 2019-May-27 20:00:00.0000, -4.145297937921669E-01, -8.395163818838122E-01, -3.649651644693950E-01,  5.803813390223018E-03,  1.004899137560002E+00,  2.378459651715582E-04,
2458631.375000000, A.D. 2019-May-27 21:00:00.0000, -4.139008762337140E-01, -8.397853047585793E-01, -3.650877350227306E-01,  5.803871067668115E-03,  1.004909124100047E+00,  2.415050450295058E-04,
2458631.416666667, A.D. 2019-May-27 22:00:00.0000, -4.132717361682645E-01, -8.400540188392065E-01, -3.652101342289915E-01,  5.803929623572141E-03,  1.004919262740541E+00,  2.451468530092920E-04,
2458631.458333333, A.D. 2019-May-27 23:00:00.0000, -4.126423728531117E-01, -8.403225236429606E-01, -3.653323615765636E-01,  5.803989053826252E-03,  1.004929552770058E+00,  2.487717832695045E-04,
2458631.500000000, A.D. 2019-May-28 00:00:00.0000, -4.120127855488199E-01, -8.405908187020424E-01, -3.654544165566230E-01,  5.804049354415578E-03,  1.004939993493447E+00,  2.523802226924915E-04,
2458631.541666667, A.D. 2019-May-28 01:00:00.0000, -4.113829735188361E-01, -8.408589035634739E-01, -3.655762986629700E-01,  5.804110521417491E-03,  1.004950584231525E+00,  2.559725510775741E-04,
2458631.583333333, A.D. 2019-May-28 02:00:00.0000, -4.107529360291040E-01, -8.411267777889913E-01, -3.656980073918636E-01,  5.804172550999931E-03,  1.004961324320792E+00,  2.595491413159547E-04,
2458631.625000000, A.D. 2019-May-28 03:00:00.0000, -4.101226723476815E-01, -8.413944409549416E-01, -3.658195422418581E-01,  5.804235439419754E-03,  1.004972213113141E+00,  2.631103595459110E-04,
2458631.666666667, A.D. 2019-May-28 04:00:00.0000, -4.094921817443625E-01, -8.416618926521867E-01, -3.659409027136428E-01,  5.804299183021134E-03,  1.004983249975588E+00,  2.666565653376975E-04,
2458631.708333333, A.D. 2019-May-28 05:00:00.0000, -4.088614634902977E-01, -8.419291324860078E-01, -3.660620883098803E-01,  5.804363778233999E-03,  1.004994434289992E+00,  2.701881118245023E-04,
2458631.750000000, A.D. 2019-May-28 06:00:00.0000, -4.082305168576222E-01, -8.421961600760179E-01, -3.661830985350493E-01,  5.804429221572493E-03,  1.005005765452796E+00,  2.737053458647333E-04,
2458631.791666667, A.D. 2019-May-28 07:00:00.0000, -4.075993411190820E-01, -8.424629750560780E-01, -3.663039328952865E-01,  5.804495509633494E-03,  1.005017242874769E+00,  2.772086081851154E-04,
2458631.833333333, A.D. 2019-May-28 08:00:00.0000, -4.069679355476639E-01, -8.427295770742160E-01, -3.664245908982307E-01,  5.804562639095150E-03,  1.005028865980749E+00,  2.806982335148873E-04,
2458631.875000000, A.D. 2019-May-28 09:00:00.0000, -4.063362994162253E-01, -8.429959657925528E-01, -3.665450720528676E-01,  5.804630606715453E-03,  1.005040634209400E+00,  2.841745507209278E-04,
2458631.916666667, A.D. 2019-May-28 10:00:00.0000, -4.057044319971276E-01, -8.432621408872296E-01, -3.666653758693756E-01,  5.804699409330845E-03,  1.005052547012969E+00,  2.876378829462487E-04,
2458631.958333333, A.D. 2019-May-28 11:00:00.0000, -4.050723325618654E-01, -8.435281020483424E-01, -3.667855018589716E-01,  5.804769043854848E-03,  1.005064603857049E+00,  2.910885477058964E-04,
2458632.000000000, A.D. 2019-May-28 12:00:00.0000, -4.044400003807014E-01, -8.437938489798781E-01, -3.669054495337579E-01,  5.804839507276731E-03,  1.005076804220348E+00,  2.945268570157971E-04,
2458632.041666667, A.D. 2019-May-28 13:00:00.0000, -4.038074347222984E-01, -8.440593813996561E-01, -3.670252184065695E-01,  5.804910796660202E-03,  1.005089147594463E+00,  2.979531175016102E-04,
2458632.083333333, A.D. 2019-May-28 14:00:00.0000, -4.031746348533506E-01, -8.443246990392734E-01, -3.671448079908220E-01,  5.804982909142112E-03,  1.005101633483654E+00,  3.013676305059521E-04,
2458632.125000000, A.D. 2019-May-28 15:00:00.0000, -4.025416000382159E-01, -8.445898016440543E-01, -3.672642178003585E-01,  5.805055841931208E-03,  1.005114261404632E+00,  3.047706921772528E-04,
2458632.166666667, A.D. 2019-May-28 16:00:00.0000, -4.019083295385454E-01, -8.448546889730023E-01, -3.673834473492973E-01,  5.805129592306887E-03,  1.005127030886338E+00,  3.081625935780528E-04,
2458632.208333333, A.D. 2019-May-28 17:00:00.0000, -4.012748226129141E-01, -8.451193607987594E-01, -3.675024961518806E-01,  5.805204157617991E-03,  1.005139941469740E+00,  3.115436207796712E-04,
2458632.250000000, A.D. 2019-May-28 18:00:00.0000, -4.006410785164451E-01, -8.453838169075651E-01, -3.676213637223196E-01,  5.805279535281607E-03,  1.005152992707619E+00,  3.149140549314357E-04,
2458632.291666667, A.D. 2019-May-28 19:00:00.0000, -4.000070965004374E-01, -8.456480570992224E-01, -3.677400495746432E-01,  5.805355722781896E-03,  1.005166184164370E+00,  3.182741723578081E-04,
2458632.333333333, A.D. 2019-May-28 20:00:00.0000, -3.993728758119874E-01, -8.459120811870674E-01, -3.678585532225429E-01,  5.805432717668944E-03,  1.005179515415806E+00,  3.216242446283041E-04,
2458632.375000000, A.D. 2019-May-28 21:00:00.0000, -3.987384156936097E-01, -8.461758889979402E-01, -3.679768741792193E-01,  5.805510517557627E-03,  1.005192986048954E+00,  3.249645386337035E-04,
2458632.416666667, A.D. 2019-May-28 22:00:00.0000, -3.981037153828540E-01, -8.464394803721629E-01, -3.680950119572259E-01,  5.805589120126487E-03,  1.005206595661867E+00,  3.282953166543888E-04,
2458632.458333333, A.D. 2019-May-28 23:00:00.0000, -3.974687741119188E-01, -8.467028551635185E-01, -3.682129660683137E-01,  5.805668523116635E-03,  1.005220343863429E+00,  3.316168364100286E-04,
2458632.500000000, A.D. 2019-May-29 00:00:00.0000, -3.968335911072614E-01, -8.469660132392354E-01, -3.683307360232729E-01,  5.805748724330659E-03,  1.005234230273172E+00,  3.349293511310553E-04,
2458632.541666667, A.D. 2019-May-29 01:00:00.0000, -3.961981655892045E-01, -8.472289544799740E-01, -3.684483213317751E-01,  5.805829721631556E-03,  1.005248254521083E+00,  3.382331096034809E-04,
2458632.583333333, A.D. 2019-May-29 02:00:00.0000, -3.955624967715358E-01, -8.474916787798180E-01, -3.685657215022123E-01,  5.805911512941652E-03,  1.005262416247426E+00,  3.415283562089601E-04,
2458632.625000000, A.D. 2019-May-29 03:00:00.0000, -3.949265838611078E-01, -8.477541860462682E-01, -3.686829360415362E-01,  5.805994096241569E-03,  1.005276715102555E+00,  3.448153309894361E-04,
2458632.666666667, A.D. 2019-May-29 04:00:00.0000, -3.942904260574253E-01, -8.480164762002405E-01, -3.687999644550936E-01,  5.806077469569166E-03,  1.005291150746736E+00,  3.480942696538532E-04,
2458632.708333333, A.D. 2019-May-29 05:00:00.0000, -3.936540225522331E-01, -8.482785491760678E-01, -3.689168062464621E-01,  5.806161631018513E-03,  1.005305722849969E+00,  3.513654036367468E-04,
2458632.750000000, A.D. 2019-May-29 06:00:00.0000, -3.930173725290954E-01, -8.485404049215040E-01, -3.690334609172821E-01,  5.806246578738856E-03,  1.005320431091804E+00,  3.546289601108235E-04,
2458632.791666667, A.D. 2019-May-29 07:00:00.0000, -3.923804751629684E-01, -8.488020433977332E-01, -3.691499279670880E-01,  5.806332310933607E-03,  1.005335275161173E+00,  3.578851620233944E-04,
2458632.833333333, A.D. 2019-May-29 08:00:00.0000, -3.917433296197668E-01, -8.490634645793811E-01, -3.692662068931353E-01,  5.806418825859317E-03,  1.005350254756205E+00,  3.611342281091726E-04,
2458632.875000000, A.D. 2019-May-29 09:00:00.0000, -3.911059350559225E-01, -8.493246684545306E-01, -3.693822971902269E-01,  5.806506121824671E-03,  1.005365369584061E+00,  3.643763729053942E-04,
2458632.916666667, A.D. 2019-May-29 10:00:00.0000, -3.904682906179363E-01, -8.495856550247401E-01, -3.694981983505352E-01,  5.806594197189479E-03,  1.005380619360748E+00,  3.676118067539795E-04,
2458632.958333333, A.D. 2019-May-29 11:00:00.0000, -3.898303954419207E-01, -8.498464243050654E-01, -3.696139098634226E-01,  5.806683050363663E-03,  1.005396003810954E+00,  3.708407358138655E-04,
2458633.000000000, A.D. 2019-May-29 12:00:00.0000, -3.891922486531344E-01, -8.501069763240856E-01, -3.697294312152576E-01,  5.806772679806252E-03,  1.005411522667868E+00,  3.740633620364208E-04,
2458633.041666667, A.D. 2019-May-29 13:00:00.0000, -3.885538493655080E-01, -8.503673111239302E-01, -3.698447618892289E-01,  5.806863084024370E-03,  1.005427175673006E+00,  3.772798831758997E-04,
2458633.083333333, A.D. 2019-May-29 14:00:00.0000, -3.879151966811591E-01, -8.506274287603113E-01, -3.699599013651547E-01,  5.806954261572215E-03,  1.005442962576036E+00,  3.804904927583335E-04,
2458633.125000000, A.D. 2019-May-29 15:00:00.0000, -3.872762896898985E-01, -8.508873293025585E-01, -3.700748491192892E-01,  5.807046211050056E-03,  1.005458883134601E+00,  3.836953800643622E-04,
2458633.166666667, A.D. 2019-May-29 16:00:00.0000, -3.866371274687248E-01, -8.511470128336566E-01, -3.701896046241252E-01,  5.807138931103193E-03,  1.005474937114143E+00,  3.868947300994642E-04,
2458633.208333333, A.D. 2019-May-29 17:00:00.0000, -3.859977090813074E-01, -8.514064794502859E-01, -3.703041673481917E-01,  5.807232420420926E-03,  1.005491124287721E+00,  3.900887235568780E-04,
2458633.250000000, A.D. 2019-May-29 18:00:00.0000, -3.853580335774591E-01, -8.516657292628671E-01, -3.704185367558481E-01,  5.807326677735522E-03,  1.005507444435833E+00,  3.932775367787390E-04,
2458633.291666667, A.D. 2019-May-29 19:00:00.0000, -3.847180999925943E-01, -8.519247623956082E-01, -3.705327123070732E-01,  5.807421701821151E-03,  1.005523897346235E+00,  3.964613417071201E-04,
2458633.333333333, A.D. 2019-May-29 20:00:00.0000, -3.840779073471763E-01, -8.521835789865545E-01, -3.706466934572497E-01,  5.807517491492825E-03,  1.005540482813751E+00,  3.996403058289951E-04,
2458633.375000000, A.D. 2019-May-29 21:00:00.0000, -3.834374546461493E-01, -8.524421791876419E-01, -3.707604796569428E-01,  5.807614045605324E-03,  1.005557200640093E+00,  4.028145921101775E-04,
2458633.416666667, A.D. 2019-May-29 22:00:00.0000, -3.827967408783565E-01, -8.527005631647532E-01, -3.708740703516749E-01,  5.807711363052089E-03,  1.005574050633666E+00,  4.059843589245274E-04,
2458633.458333333, A.D. 2019-May-29 23:00:00.0000, -3.821557650159440E-01, -8.529587310977761E-01, -3.709874649816929E-01,  5.807809442764112E-03,  1.005591032609377E+00,  4.091497599729779E-04,
2458633.500000000, A.D. 2019-May-30 00:00:00.0000, -3.815145260137481E-01, -8.532166831806659E-01, -3.711006629817307E-01,  5.807908283708805E-03,  1.005608146388439E+00,  4.123109441923939E-04,
2458633.541666667, A.D. 2019-May-30 01:00:00.0000, -3.808730232320010E-01, -8.534744254344981E-01, -3.712136659772889E-01,  5.808007918991180E-03,  1.005625397702807E+00,  4.154707187139582E-04,
2458633.583333333, A.D. 2019-May-30 02:00:00.0000, -3.802312547469840E-01, -8.537319465696346E-01, -3.713264690332524E-01,  5.808108280095078E-03,  1.005642774689276E+00,  4.186240210581193E-04,
2458633.625000000, A.D. 2019-May-30 03:00:00.0000, -3.795892198784396E-01, -8.539892525243541E-01, -3.714390737287754E-01,  5.808209399560891E-03,  1.005660282982041E+00,  4.217734092051451E-04,
